cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40
1364.139,989.194,1319.781,1393.124,1115.759,1027.843,1280.286,1229.071,1474.722,1893.964,1546.879,1192.917,735.317,1158.139,1213.833,1271.423,1366.365,1591.708,950.25,1092.344,913.351,932.964,1019.366,1294.625,1420.869,875.828,941.089,1341.04,1164.162,1227.433,1871.946,1271.783,1243.595,928.631,901.829,1524.803,1020.629,1514.126,862.906,1359.143
1314.167,958.431,1232.031,1372.079,1110.884,989.719,1263.143,1196.8,1339.985,1712.672,1479.112,1164.417,720.404,1021.875,1155.902,1227.087,1293.462,1461.031,863.841,1044.302,921.732,881.607,946.134,1318.411,1304.869,855.531,857.924,1316.605,1098.852,1217.146,1688.42,1157.015,1123.304,880.143,838.5,1391.754,955.3,1336.711,795.302,1228.143
1344.472,1031.542,1275.594,1351.247,1093.375,965.472,1247.508,1152.814,1272.068,1485.423,1377.957,1139.524,740.106,970.833,1127.147,1187.029,1250.635,1406.823,854.25,1030.333,850.505,905.214,920.875,1250.714,1227.381,791.109,846.709,1298.032,1044.771,1162.921,1464.366,1087.493,1104.62,844.262,824.643,1309.623,921.843,1232.777,827.24,1159.952
1280.667,985.125,1276.406,1310.427,1096.839,950.708,1236.913,1143.314,1256.654,1392.219,1269.224,1065.417,728.288,986.042,1121.716,1150.346,1208.587,1321.125,852.17,1038.531,889.897,918.571,862.964,1220.214,1168.131,806.281,767.595,1287.726,1008.295,1150.244,1371.08,1022.565,1051.696,850.595,789.829,1301.459,919.857,1158.988,754.542,1095.976
1328.194,981.014,1276.875,1268.461,1063.643,994.067,1229.921,1099.557,1240.835,1244.642,1202.371,1113.333,696.202,935.028,1081.402,1135.481,1219.952,1284.26,824.034,1023.385,861.433,845.405,851.598,1103.661,1110.595,791.906,735.392,1229.202,974.381,1136.372,1256.277,1029.797,1128.975,837.143,820.629,1285.902,918.071,1117.735,776.875,1116.512
1282.972,996.861,1304.125,1309.169,1134.938,970.438,1229.841,1130.529,1212.15,1188.073,1179.603,1033.583,723.529,948.042,1113.441,1144.529,1224.865,1255.656,843.545,1008.677,880.052,908.143,845.098,1157.438,1078.012,747.391,725.734,1246.573,975.767,1126,1194.661,1025.188,1158.051,826.167,797.171,1272.738,913.043,1072.843,743.875,1075.679
1316.611,944.25,1268.25,1247.022,1050.286,998.674,1225.635,1088.829,1185.218,1154.35,1112.457,1071.964,724.788,929.542,1112.775,1132.683,1220.856,1226.156,854.25,1052.927,868.309,875.821,810.598,1113.848,1054.321,739.875,692.418,1253.097,965.933,1119.457,1111.268,985.348,1180.063,831.548,820.414,1268.771,872.086,1032.699,733.354,1080.583
1302.667,1005.042,1309.562,1254.708,1099.366,881.045,1172.802,1087.129,1093.248,1115.869,1110.371,1048.869,733.827,810.431,1046.873,1104.317,1122.51,1193.094,780.477,1014.635,884.082,868.917,839.018,1151.991,1013.619,752.047,724.127,1266.194,944.643,1109.305,1056.661,955.464,1067.215,799.964,762,1310.803,835.286,985.241,742.583,1033.214
1177.917,973.917,1159.719,1281.303,1073.161,914.764,1192.675,1147.257,1158.03,1093.883,1095.147,1092,714.125,848.653,1104.177,1134.75,1219.933,1193.917,815.534,1004.229,862.021,818.738,843.134,1120.223,1002.214,773.266,690.24,1223.839,963.714,1119.726,1054.58,925.406,1098.392,822.643,790.214,1295.246,863.4,1014.139,726.365,1014.31
1342.861,982.167,1246.844,1273.719,1061.696,931.101,1201.682,1177.786,1154.331,1078.263,1061.724,1087.595,765.433,866.014,1097.922,1109.837,1190.788,1184.458,816.591,1002.104,883.784,890.071,846.098,1141.42,1008.786,794.594,687.354,1238.952,948.071,1163.75,1011.804,988.565,1114.329,829.452,767.343,1273.656,851.314,1015.705,741.031,1060.881
