Cell#1,Cell#2,Cell#3,Cell#4,Cell#5,Cell#6,Cell#7,Cell#8,Cell#9,Cell#10,Cell#11,Cell#12,Cell#13,Cell#14,Cell#15,Cell#16,Cell#17,Cell#18,Cell#19,Cell#20,Cell#21,Cell#22,Cell#23,Cell#24,Cell#25,Cell#26,Cell#27,Cell#28,Cell#29,Cell#30,Cell#31,Cell#32,Cell#33,Cell#34,Cell#35,Cell#36,Cell#37,Cell#38,Cell#39,Cell#40
0,0,2.95,3.9684,0,0,3.9698,8.243,0,0,2.0792,0,0,0,0,0.95,0.8788,0,0,7.1292,0,10.819,0.359,1.834,0,0,0.929,4.042,0,0,5.7552,2.6494,0,0,0,0,0,3.07,0,4.6214
0,0.0222,9.2188,2.4292,3.918,0,0,0,0,0,2.7534,0,0,1.5334,4.3314,3.402,1.6058,0,2.1068,5.2478,0,0,1.1482,0,0,0,6.6304,0,1.4306,0,1.8786,0,0,0,6.6856,0,0,0,0,3.7952
0,0,2.8376,0,0,0,0,5.1742,2.8842,4.4058,0,0.0904,0,1.0694,9.3744,0,0,0,3.9342,0,2.0824,0,0.918,0,0,0,0,0.4388,0,2.8074,0,0,5.5596,6.8382,0,0,0.2344,0.8036,2.4564,0
18.1444,1.7306,6.175,0,1.8714,0,7.997,0,1.6826,0,0,0,0,6.5444,5.2804,8.1174,6.9,4.2688,16.6386,0,0,0,2.4126,0,5.981,0,7.1696,0,0,2.6134,2.0482,0,20.7114,7.05,8.7086,6.0294,15.2828,2.0638,0.2854,0
9.4278,3.6362,3.7562,0,1.05,0.337,0,3.3114,0,0,0,1.688,5.25,0,0,0,1.0866,1.8022,0,3.4522,0,5.269,2.4856,0,2.6714,4.4438,0,0,0,0,4.6624,0,0,4.6858,0,1.1116,0,0,1.4834,4.7904
0,5.186,1.225,0.7798,5.0588,0.9056,7.3096,0,1.9956,0,0,0.988,7.9558,0,0,0,0,2.927,0,0,2.1712,0,3.9946,0,0.0476,0.0876,1.7924,0,4.2772,0.4756,0,0,0,3.2738,0,14.459,0,0,0,0
0.3666,1.589,5.2438,0,1.657,1.119,5.665,8.08,0,0,0,0,6.6056,0,0,0.521,0,0,0,0,2.132,12.7952,0,5.1232,0,3.2032,0,8.7582,0.5952,0,0,0,0,0,0,6.0952,0,0,2.8208,0
4.4276,0,0,13.6338,0,3.654,6.2604,0,0,0.1008,0,0,0,9.5,0,0,3.0826,0,3.6272,2.273,2.1918,0,0,0.9,9.6334,0.95,0,7.413,0,0,0.2732,0,0,0,6.5542,3.0394,0,1.859,2.779,0
8.2778,0,12.6936,0,0,4.7888,0,9.3258,0.167,0.943,0,0,5.65,0,0,0,0,5.0332,0,0,0.367,11.0762,2.4714,0,0,2.1812,1.0076,0,0,0,0,4.632,4.9824,0,0,0,0,0,0,7.9976
0,0,0,0,1.7036,0,5.9666,1.7542,4.2272,1.0322,0,0,1.6886,6.6112,5.3648,4.5482,0,2.5146,0.4478,1.6646,5.3526,0,0,0,0,2.1844,0,0.7708,0.96,1.2744,0,0,0,0,5.6228,0,1.1,1.8578,3.0562,0
3.4056,0,0.0876,0,0,3.2898,0,0,0.8496,0.9226,0,0,0,10.2944,7.8764,1.0826,3.123,0.2376,6.6978,0,3.602,2.4808,0,0,8.138,0,0,0,0,0,2.05,2.629,18.9492,0,3.9,0,4.8342,1.3866,0,7.3
6.7,0,0,2.564,0,3.2788,0,0,0,7.962,1.5792,0,26.2616,7.625,10.8392,0,0.325,7.9728,9.632,0,0,0,0.1982,5.5786,2.5524,5.6218,3.7442,0,0,3.45,0,0.1274,6.5748,0.793,0.0028,2.5934,7.3658,5.6072,2.3166,0.562
9.05,1.3834,0,0,7.1286,5.328,0,4.5486,0,0,0,4.4762,44.5828,0,0,0,0,9.9354,0,0,0.3092,6.4834,5.3268,0,0,4.4218,4.9064,0,2.1904,0,0,4.2868,20.8202,9.181,0,0,2.6772,0,0,9.2858
0,0,0,2.236,1.2394,0,1.689,1.1284,0,0,3.4724,0.4714,38.7596,0,0,3.0616,0,0,0,12.0084,4.3834,0,0,6.5052,0,0.5812,1.9064,14.1856,4.2142,3.5342,0,0,0,3.7714,0.0686,2.2688,0,0,0.3416,0
0,6.0806,0,11.1392,0.2858,4.919,0,0.583,0,6.0044,0,3.1762,22.0172,0,0.5628,0,0,2.3354,0,2.8916,4.4968,0,2.4142,0,5.8428,0,1.8886,0,0,0,10.3536,8.0204,0,0,1.7086,0.5738,5.2628,0,0,4.5356
0,0.6138,5.0124,3.2292,8.1946,0,0.7556,3.9742,0,10.1416,6.4068,3.3642,19.1674,0,0,0,0,0,4.6546,4.5938,0,2.3548,0.5696,4.5822,0,6.7406,0,6.2144,0,5.7244,13.5678,0,0,0,4.9342,0,0,0.3506,0,0.7118
0,0,0,0,0,0,1.4762,0,1.036,0,2.8034,2.5404,0,1.7,0,0,0,0,0,0,0,0,0,0,5.5832,0,1.6076,0,0,0,11.8536,0,8.9214,5.6714,1.2286,0,0,0,0,2.138
0,0,4.2126,0,0,0,0,4.3942,0,4.9444,0.3948,0,0,1.6584,2.643,0.8866,2.2076,0,0.275,0.0812,1.2846,0,0,0,6.3166,0,0,0,1.0896,4.5744,12.7072,0,0,0,0,0,3.9056,0,0,0
11.4224,0,6.825,2.955,0,0,0,0,4.8916,0.8862,0,0,0,5.6138,1.8786,0,1.2886,5.9938,15.3114,0,0,0,0,0,9.35,0,0,0,0,0,7.7446,3.2318,15.6,0,0,0,0.2858,0.9578,2.0626,7.4214
9.6834,0,5.85,0,0,0,0,0,0,0,2.0708,0,0,0,0,0,0.0692,0,0,0,0,2.5714,0,0,2.6596,4.6906,1.7494,0,0,0,0.625,0,7.9696,0,0,0,0,0,3.5376,2.5476
0,0,0,1.4112,0,0,0,0,0,0,1.607,2.9262,0,0,1.0784,7.925,0.5404,1.2522,0,0,0,0,0,0,0,0,0,0,0,10.9194,0,0,0,0,0,0,0,0,1.4312,0
14.739,0.7332,7.1314,1.6472,0,0,0,5.4114,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3858,5.9018,6.8626,0,2.797,0,1.7888,0,14.7256,0,3.7942,0,0,0,2.2492,6.22,1.1914,1.4042,0
0,5.3612,0,4.027,0,0.9236,0,0,1.212,0,0,0.457,0,0,0.5962,0,0,0,0,0,0,6.2476,0.8874,5.732,0,1.9094,3.8862,4.008,0,0,0,0.1042,0,1.2024,0,4.4032,0,0.047,0,1.2024
5.8388,0,3.85,0,0,0.7798,0,1.2886,0.8708,0,2.5844,0,0,2.0112,0,0,0,0,0,0,0,9.4072,4.3,3.6608,0,2.3564,0,0,3.0504,2.0086,0,0,1.6178,0,2.0028,0.023,4.7886,0.6108,0,0.7858
8,0,8.0686,0,0,0,6.7222,0,0,0.8656,0,0,0,11.3416,10.7804,2.8058,0,2.7562,4.9772,0,0,0,0,0,0,0,0,0,1.898,1.0012,0,1.6926,0,2.788,3.2858,0,1.0314,0.777,0,0
14.6056,0,21.7936,0,0,0,0,0,1.0512,0,0,0,0,2.7222,3.4098,0,0,5.3104,1.5364,0,0,1.0904,3.2804,0,0,0.5624,0,0,0,0,0,0,2.914,2.6666,7.2514,0.213,9.4172,1.818,0,0
0,0,0,0,0,0.3888,0,0,8.6646,0,0,0.5262,0,3.1722,12.302,4.7096,0,0.1208,6.559,2.2542,0,0.838,0,0,11.1428,0,3.2532,0,0,0,2.5126,0,0,0,2.9856,0,0,0,0,3.9858
14.4388,0,7.4062,0,0,3.9572,0,0,0,0,0,0,6.6884,5.1972,0,0,0,0,0,0,0,0,4.818,0,7.9452,0,0,0,1.1658,0,2.4732,0,10.3418,0,1.5856,0,0,0,4.8832,3.7856
0,6.961,0,7.7954,0,0,3.6492,0,0,0,0,6.0714,0.5518,0,0,1.8154,0.4596,0,0,2.0792,0,0,1.0072,4.166,0,0,4.0176,10.1048,0,0,0,9.0028,0,0,0,0,0,0,0,0
0,0,0,5.9866,0,2.6518,0,0,3.2962,0,0.126,0,1.2692,0,0,0.6462,0,0,0,0,0.862,0.1286,0.441,1.8714,0,5.047,0,3.7048,0,9.9892,0,6.7306,0,0,0,0,0,0,0.4022,6.6548
0,2.1112,0,12.7416,0,0,0.7904,0,0,3.203,3,1.2308,0,0,0,3.2192,0,0,0,0,1.4082,0,0,5.2446,0,2.4282,0.2784,8.3452,0,11.1866,0,5.9536,0,0,0,5.751,0,0,0,0
0,10.0056,3.8874,0.391,1.3518,0,7.1634,0,0,5.1838,1.1518,0,0,0,0,2.4482,0,0,0,0,0,0,6.025,0,0,0,0,0,1.2,8.678,2.0356,2.919,6.6128,2.4454,1.4914,1.3016,0,0,0,0
0,0,0,6.4606,0,0,5.3856,3.8114,0,0,5.324,2.9668,0,0.3834,7.8196,0,0.1636,2.9146,5.625,1.4644,1.07,0,0,2.2964,0,0,0.7622,2.5242,0.0066,11.6038,0,5.2986,0,3.4,0.4572,1.1246,5.603,1.3784,0.7064,0
18.939,0,2.7626,0,2.9892,7.1034,0,0.317,7.9758,6.2934,0,0,0,15.275,1.5038,0.0538,0,4.7646,9.7682,0,7.3938,0.5808,0,0,7.0904,5.7186,0,0,1.3162,5.9304,3.8268,0,7.605,1.8594,8.4514,3.8066,3.5256,8.7336,0,3.8144
10.8724,0,7.7626,0,0,2.6494,0,0,0,26.2364,1.162,4.3262,1.6,11.1526,9.5822,0,0,0.102,12.85,0.3082,0.4432,6.5262,5.975,0,8.3808,0,0,0.5694,0.7152,0,2.3196,0,16.0834,8.7452,10.883,0.5672,0.1772,5.4626,5.8978,6.1572
22.7278,4.4472,30.275,0,3.2304,0.9484,6.1636,7.2544,9.7624,14.3648,0,0.4644,7.7018,13.3862,9.0372,1.1672,5.5846,4.0854,6.2272,10.2334,3.3794,3.6238,0,0,10.243,1.7688,4.6356,0,0,0,1.4518,0,21.9468,4.25,10.46,0,5.6658,8.0012,9.875,5.9334
7.9166,0,6.3752,2.6068,6.6964,9.0404,0,16.8144,1.5098,14.2934,3.7862,7.6214,11.9788,2.6918,0,0,10.3846,1.8812,1.9614,5.5604,10.5816,20.5548,0.0374,1.2392,0.7358,12.3314,3.643,5.8306,0,0,2.2126,5.0434,4.648,4.6762,9.1316,5.2098,4.4514,5.2338,11.0438,13.8096
0,18.4638,0,8.9034,6.0126,6.7798,0,11,12.7324,16.492,0,0,1.0096,0,0,0,0,0,0,6.2792,7.1424,4.5142,0,4.7626,2.7858,6.1718,4.5416,6.1838,2.0362,0,1.6804,8.9102,0,2.4692,7.54,0,0,4.3794,1.7332,0
7.85,7.9334,0,4.072,2.3,0,5.4698,11.3858,0,7.0496,7.9034,3.2238,6.55,0,4.5392,1.2076,5.4076,6.7126,4.1,5.5958,4.7814,13.1072,5.0822,2.3678,7.0762,0,6.2026,2.8774,2.5514,1.361,0.2696,7.6,10.4482,5.2048,2.3,1.4984,1.9516,0,9.9124,4.1714
0,6.1556,0,9.773,0,0,1.3462,5.9972,6.4074,0,0,0,3.6442,3.5612,0,0,0,7.3564,5.7,7.2334,3.3526,4.2142,0.1858,0.3358,0,1.322,3.491,4.729,2.499,0,0,0,0,0.0548,7.8856,3.9442,0.0914,2.471,0,1.1856
2.8612,0,0,0,5.5894,5.1796,0,6.0542,0,0,6.2224,4.3356,4.6192,2.186,0,0,0,0,5.0456,3.2082,1.5176,15.3144,7.3644,0,0.5642,0,4.4532,3.8758,2.2724,0.9926,6.4394,4.6898,9.4,0.869,10.2084,2.7836,0,2.4266,0,5.7214
11.1834,1.2084,2.4248,0.9686,2.741,0,0.9126,2.3114,2.7534,0,0.393,6.2096,1.0866,3.8916,16.3666,1.4962,0,0,5.7272,0.8646,0,0,0,1.6982,5.088,0,3.7316,0,0,0,0,0,0,0,0,0,0,1.9952,0,0
16.8278,0,19.5624,0,6.5964,1.1686,0,0,0,0,0,3.2358,10.5674,3.9474,0,7.4828,4.448,7.1354,3.7614,0,0.9566,16.2952,8.9572,0,4.7094,2.1282,3.7242,0,0,3.85,4.3196,0,35.2558,0,0,0,4.2286,0,1.4522,11.081
0,0.761,0,0,0,0.2472,0,0,0,0,6.4224,0,6.3384,0,0,1.8924,0,0,0,7.7938,5.1856,0,0.0662,4.8466,0,3.4782,3.1392,0.8354,1.06,10.5244,0.6072,3.6058,0,0,3.8458,2.3868,0,0.9976,0,0
15.4554,6.8722,0,0,7.225,3.609,0.9666,0,0,0,0,1.669,2.2212,0,5.696,0,0,0,0,1.8584,1.633,1.6548,4.5732,0,2.6476,2.0344,0,0,0.2934,17.3084,4.775,8.5506,14.0178,0,1.5114,0.928,2.3456,1.3254,1.0708,0
6.661,0,7.0936,2.6876,0,0,1.8684,1.5286,0,0,0,0,0,0,3.257,3.7806,3.5154,0,0,0,0.1258,0,0,3.85,0,4.0906,3.686,0,0.7962,7.9012,0,0,0,0,0,1.3246,2.4,0,1.723,0
0,0,0,0,0,5.8562,0,0,0,0,0,0,1.0866,1.9472,0,0,0,9.9146,0,0,0.9032,0,0.0768,0,1.35,0.1812,0,0,0.6886,3.1048,7.6428,4.1218,0,0.6,0,11.259,9.98,0,0,7.6952
1.4944,0.5222,15.1688,0,0,0,0,2.1458,8.185,1.8862,9.219,8.319,0,4.8304,14.8314,7.1038,0,0,8.8226,0,0,0,0,0,6.569,1.9124,0,2.8968,5.5038,1.5684,0,2.081,0,0,0.3028,13.2328,1.06,0,0,0
25.9224,6.3696,14.7626,5.0292,1.859,0,0,0,6.6226,0,0,5.0594,0,8.1084,9.9744,0.998,0,8.8812,1.7046,0,0,0,0.0106,0,11.2784,0.0062,0,0,0.6542,0,4.6982,0,12.7038,6.8548,0,0,13.1714,0.5758,2.7146,5.431
0,0,3.7936,0,0,0,0,0,0,0,0,4.781,0,0,0,1.2076,0,0,0,0,0,0,0,11.2018,0,0,4.1266,0.9598,0.0258,0,0.9464,0,0,0,0,0,0.78,0,0,0
0,4.5334,0,2.5888,0,1.7124,0,0,0,0,0,2.243,0,0,0,0,0,0,0,0,0,0,0.4894,0.5322,0,0.3626,0,3.1774,0,0,0,0.458,0,1.4594,0,0,5.62,0,0,0
0,5.7806,0,2.8406,3.9644,0,2.011,4.4914,0,0,0,0,0,0,0,3.079,7.4826,0,0,0,0,5.5834,2.2428,2.025,0,0,0.1518,0,0,0,0,0,0,0,0,0.951,0,0,2.4918,0
0,0,0,0,3.3804,0,3.1112,0,0,0,0,0,0,0,0,0,0,1.3668,0,0,0,0,0,0,0,0,0.1418,0,0,0,2.0142,0,0.8454,2.2786,0,0,0,0,0,2.1214
0,0,0,0,0,0.1168,0,0.9886,0,0.6758,0,0,1.15,0,0,0,0,0,0,0,0,4.7786,0,0,0,0,0.5038,0,0,0,0,0,3.9394,0,0.4314,0.328,0.937,0,0,0
0,0,0,0,0,0,0.9588,0,10.46,2.9344,0,0.4284,0,1.811,10.3608,0,0,0,9.8044,0,0,0,0,0,6.269,0,0,0,0,0,0,0,0,0,0.963,0,0,0,1.425,0
22.4168,0,1.8188,0,0.5358,1.4472,0,0,0,0,0,0,0,0.2666,0,0,0,4.723,4.7614,0,0,0,0,0.6376,0,0,0,0,0,6.1122,0,0,11.4582,0,0,5.249,0,0,0,1.9096
0,0,0,0,0,4.5798,0,0,1.1594,0,2.7018,0,0,0.75,3.9372,0,0,0,5.2046,2.0478,0,0,0,0,0,0,0,5.7386,0,1.1184,0.5216,0,1.4176,2.6452,0,0,3.1314,0,0,0.95
3.1666,8.3306,0.5686,0,0,5.6358,0,4.9514,0,0,3.0792,6.176,4.2482,3.575,0,0,0,0,0,1.9438,0,6.9356,5.8304,0,0,4.5156,0,0,0,0,1.8768,0,6.5722,0,0,3.3344,0,0,0,0
0,2.225,0,0,0,0,0.2984,0,0,0,2.2604,0,0,0,0,3.3328,1.823,0,0,0,0,0,0,2.3446,0,1.5126,0,3.9984,0,0,0,0,0,2.081,0.3172,0,0,0,0,0
0,0,0,0.9282,0.1374,0,1.646,5.6372,0,0,0,0,0,0,0,0,0,0,0,0,8.6886,11.1404,3.484,0,0.0906,0,0,10.3176,0,0,0,1.9218,0,1.5524,0,2.5968,0.223,2.4254,0,0
0,0,0,3.2134,0,0,0,2.7714,0,0,0,8.2166,0,6.1418,0,3.127,0.4712,0,0,0,2.029,2.6952,0,0,0,0,4.2836,5.0902,0,0,0,0,0,0,0.5,0,0,0,3.0604,0
8.3222,0,6.4562,0.854,4.8268,0,0,0,0,0,0,0,3.0038,0,0,0,1.6306,0.3624,0,0,0.8826,0,0,0,0,0,1.248,0,0,0,0,0,8.2204,0,0,5.99,0,0.3964,0,3.0666
0,0,0,9.5976,0.0304,0,6.3316,0,7.1202,2.803,0.2552,0,0,0.2418,0,0,5.6518,0,0,0.7166,0,0,0.9856,0.2464,0,0,1.8178,4.587,0.9666,6.0804,0,4.0782,0,0.6546,0,0,0,0,0,0
7.3334,0,5.4314,0,0,0,0,0,5.5428,2.5972,0,4.5142,0,9.25,5.9648,1.1518,0,8.423,2.1886,0,0,0,0,0,7.4644,0,0,0,2.0762,4.5304,0,0.0754,7.7316,0,0,0.446,4.4944,0.2314,1.0208,0.0738
7.9278,0,21.3874,0,6.918,2.0022,0,2.9886,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,2.7968,7.0682,0,0,4.0182,6.4482,0,13.6784,0,1.6314,0,0,0,0,0.2714
3.3166,0,0,0,0.759,3.0922,0.8602,0,2.2706,0,0,0,0.1846,0,0,0,0,5.3064,0,4.6792,0,0,0,0,8.819,0,0,0,0,0,8.934,3.9538,0,1.5476,1.8742,0,0.8028,0,0,1.188
2.3778,1.2168,0,0,0,7.8876,0,5.3828,0,0,0.831,0,4.8308,2.8028,0,0,6.0136,0,0,6.6666,6.2144,8.3096,0.809,0,5.612,6.3126,0.357,0,0,3.1584,0,6.2262,0,0,0,0,0.9172,1.2626,0.5396,0
0,6.9526,0,0,4.75,0,0,3.74,0,0,1.1984,5.0668,0,0,2.2138,0.5694,0,0,4.4978,0,11.6494,0,0,3.425,0.312,3.3842,0,5.571,0,0,0,0.9536,0,2.3906,0,5.9704,8.0658,0,5.5062,0
0,5.564,0.6124,8.2764,8.6804,0,3.2334,5.583,0,0,6.1466,0,3.9,0,0,0,4.048,0.9604,0,0.1582,9.7772,7.0142,5.2822,0,0,2.7064,0,3.3468,0,0,0,1.4812,0,0,5.0286,0.7868,0,0,0,0
0,6.2028,0,4.8382,0,0,1.9556,0,5.803,0,3.0622,2.7548,0,4.3722,0,4.5846,0,1.4124,2.284,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4976,0.1714,2.1572,0.0714,4.43,0,0
0,0,0,8.591,0.3018,0,0,1.9284,0,0,4.6948,0,2.6808,0,1.898,0,2.0038,1.9666,0,0,0,14.7214,2.4786,4.9838,0,0,3,0,1.1714,0,0,0,17.4354,0,1.0258,3.7278,0,1.5288,4.55,0.0906
0,0,0,0,0,0,8.4952,0,2.9232,0,0.0226,0.7666,0,0,5.5706,0,0,0,3.1024,0,0,0,0,0.2072,0,0,1.9544,0.7032,2.3008,0,0,0,0.0784,0,7.16,0.7738,0.56,0.0626,2.8938,0
10.7112,0,0,0,0,0.6518,0,0,0,0,0,2.8618,0,0,0,0,0,8.3438,6.6908,4.1186,0,0,6.941,2.9142,0,0,0,0,3.0056,0.6122,3.3554,0,10.5342,0,2.4314,0,0,0,0,4.4166
0,0,0,0,0,0.1596,2.6778,6.8314,3.1128,0,0,0,0,2.7194,5.5198,0,0,0,1.409,1.9792,0,0,0,4.5178,1.25,0,1.9544,0,0,0,0.2464,1.2,0.7746,0,0,4.5082,5.5486,0,3.4814,0
9.4666,0,0,0,0,0.2336,0,0,0,0,0,0,1.029,0,2.5256,0,0,0,0,0,0,8.8214,6.5054,0.4858,2.8406,0,0,0,0,0,0,1.1074,15.3444,0,6.5458,0.9772,0,0,2.1082,7.2
0,2.9194,0,0,0,0,0,1.0772,0,0,2.6552,1.307,0,0,0,0,0,0,0,0,0,0.3406,0.3624,0,0,10.0124,0,10.5322,0,0,0,0.9044,0,0,0,0,0,0.9688,0,0
0,3.4472,0,10.5236,3.4178,1.3504,0,3.6,2.1504,0.806,0,0,0.3076,0,0,0,0,0.2624,0,0,0,7.1858,6.675,0.9482,0,0.9688,2.324,0,0,0.794,3.0446,0.145,0,5.9142,0,0,0,0,0,2.2644
0,8.261,9.5562,2.6428,0,0,7.927,6.4942,2.5128,0,0,0.4144,0.102,1.5556,0,1.902,0,0,0,0,5.6764,7.3454,0,0.218,1.2594,3.2874,5.7316,0,0,7.3366,0,6.7912,0,6.5118,2.7372,5.564,4.3144,5.7252,0.398,0
11.689,0,12.15,0.5866,0,0,0,0,1.5248,0,0,0,0,2.9584,0,1.2154,3.1482,0,1.134,0,0,1.769,0.6018,0,1.6382,1.2062,3.8252,0,0.3656,0,1.943,0,4.5166,0,2.68,0,2.2686,0,0,3.4548
1.0278,6.8,9.8936,0,0,0,0,5.2344,1.0182,0.5476,2.8828,0,2.7154,4.5666,0.753,0,7.7596,0,5.85,4.5,0,4.8238,0,1.4624,0.8166,3.175,0,7.0324,0,4.1012,6.2268,6.313,0,2.5834,0,0,3.0772,0,0,2.3072
2.5834,0,14.5438,0,0,10.9954,2.8508,0,8.2466,7.2978,0,0,0,7.9446,10.3352,3.5884,0,6.5,16.407,0,7.1792,0,0,0,4.9834,0,0,0,0.0676,1.5708,7.0964,0,18.919,4.8048,0.7828,0,0,0,3.346,9.3286
10.2668,0,12.6374,0,0,0,0,0,0,1.4656,2.7466,3.7714,13.8634,8.4416,0,5.9692,9.325,1.3022,4.0478,0,4.4598,0,0,5.3518,0.331,1.8188,0,6.25,0.9876,0,0,0,0,0,0,10.5508,0,2.7976,0.2354,0
12.7332,0,12.8,10.1146,5.3358,1.164,0,5.5772,0,1.5066,4.4378,0,36.4788,4.7806,0,0,4.4268,0.7166,0,3.802,0,4.8046,0.3732,0,4.2024,3.5344,4.3848,11.3178,0,0,5.2784,1.8696,1.8456,0,0,3.613,0,0,3.4458,4.1214
4.4334,9.5612,0,5.5392,9.8768,1.5842,4.7682,8.4914,0,21.1634,3.1448,1.1286,42.4364,0,0,0,0,0,0,12.0562,4.6412,6.312,3.1928,10.2912,0,3.5656,0,12.145,2.4838,5.6696,1.7554,7.6318,0,3.9738,8.6428,14.4362,0,0,4.45,0
0,8.436,6.1126,40.3258,12.8698,0,5.962,0,6.7188,13.2466,0.5724,5.4714,24.221,0,0,3.7576,0,11.6124,0,3.8354,13.7464,0,0,0,2.5096,0,0,0.4032,0,2.9854,1.1214,8.0522,16.2152,7.7476,2.7772,3.6722,1.4514,3.677,5.5958,1.7642
0,22.9528,0,31.2538,1.1572,0,2.5698,18.72,0,10.5284,4.2846,5.5954,25.9154,5.3666,0,0,7.225,0,0,14.2812,0,17.1714,3.4804,4.032,9.931,4.997,6.4632,3.4662,1.341,0.7342,0,10.452,0,4.1476,14.183,21.2492,7.52,1.2566,6.477,2.4214
0,5.8916,0.325,25.8226,1.9626,6.2898,4.7842,5.7744,1.3896,11.1256,5.4154,2.8024,1.279,1.2918,1.5706,0,0,0,8.1318,13.6292,0,0,5.4804,0,5.8286,6.553,5.9848,3.3838,0,6.9232,2.4412,7.4638,10.0986,2.0286,1.6886,9.4852,8.6714,4.2806,4.7126,1.8262
6.389,5.6722,0,5.1482,0,5.7304,0,0,0,8.2088,0,10.719,0,0,0,0.35,6.1674,0,0,0,7.5216,7.4976,3.8358,2.0768,0,0.1906,0.2734,3.0144,4.1878,6.7646,0,5.6928,13.767,3.3546,0,5.2558,0.96,0,2.9124,9.7286
0,6.2304,0,15.8136,0,8.1978,1.0302,4.7116,0,0,3.088,1.531,0,0,7.0216,5.3038,8.2384,7.827,7.7636,0,7.3712,0.8024,3.9732,1.7856,0,1.525,0,1.8146,1.2524,0,0,0,0,0,0.6858,9.8688,9.12,2.9206,3.7082,4.7952
0,0,0,0,0,7.9124,0,1.3514,0,0,0,0,0,6.575,0,0,3.6058,0,1.725,0,0,8.3978,7.2768,0,0.3284,3.2938,0.4862,0,7.0894,0,0,0,0,0,0,19.4196,5.8258,3.3434,0,1.8144
2.2056,0,9.3312,0,5.4964,0,0,0,2.433,0,4.6396,5.4308,0,0,0,1.923,2.9346,1.0624,5.4432,0,6.6392,0,3.141,1.4464,0,1.2844,0,6.0838,0,0,0,0,0,0,0,17.3508,2.0684,4.3266,0,0
1.1556,0,1.0376,0,0,0,0,0,0,0,0,0,0,0.0638,0.743,0,4.473,0.8292,0,0,6.033,0,0,0,1.2642,0,1.2682,0,0.8932,0,1.5338,0,0.3722,0.7048,3.4084,20.8722,0.643,0,0,13.3738
0,0,13.3124,0,4.2856,0,0.581,8.2886,3.7984,0,1.5138,0,0,3.3584,3.147,0,0,2.8542,7.5978,3.4458,1.1134,0,0,0,2.0548,0,0,0,0,0,4.8696,0,0,0,1.2,35.8196,3.6114,4.895,0,0
2.989,0,13.625,0,0,0,0,0,9.0496,0,0,0,0,0,0,0,4.8732,0,1.5342,0,0,0,0,0,9.293,0,0.205,0,0,0,2.318,4.1332,25.043,0,1.4486,21.2688,0,0,6.7166,10.1356
0,0,0,0,1.4302,0,2.2714,2.9744,0,0,0.3914,4.3832,0,0,0,0,1.5232,0,0,2.1146,0,0,0,12.5534,0,0.7562,1.3974,1.6306,0,0,0,0,0,1.2954,1.4744,23.4492,0,0.1374,0,0
0,0,0,0,0,0,5.4222,0,0,3.3896,0,0,0,1.7556,0,0,2.3636,0,0,0,0,0,0,0,1.981,0,2.443,0.5162,0.7744,1.5012,6.3286,0,5.7848,0,0,20.21,0,0,0,0.276
0,0,0.7186,7.755,4.616,6.9552,3.2874,13.5,0,0,1.545,0,0,0,0,6.177,4.5,0,0,5.0312,0,4.1858,2.084,2.7482,0,0,0,0,1.1676,6.8708,1.0608,5.8028,0,0,0,25.7868,0,0,7.7146,0
0,0,0,3.6876,0,0,0,0,8.1098,0,0,0,0,5.6472,6.5492,6.9096,3.071,0,5.7544,0,0,0,0,1.6858,0,7.2688,1.4708,0,3.8068,0,1.3446,0.829,15.519,6.1452,0,10.918,0,0.5434,7.0668,10.231
19.0888,3.925,4.7062,0,0,0,2.008,4.5228,0,0,0.0828,5.2094,3.0116,4.4222,2.2628,5.0886,0,0.9396,0,0,1.8784,1.069,1.634,8.5912,0,0.8844,0,4.1806,1.0714,4.6584,2.8874,1.032,0,6.1644,0,8.6952,0.3772,2.6312,0,0
11.3,0,12.4938,0,0,0,3.3668,0,4.424,0,0,0,6.5346,6.6862,16.398,0,4.7652,0,12.2342,0,4.6476,0,0,0,12.5952,0.8094,1.0532,0,0,0.2792,0,0,11.519,0,0,4.3902,5.5972,0,6.3542,4.2142
13.2666,0,23.7438,0,0,9.0404,0,3.3258,0,0,0.838,2.812,0,0.0332,0,2.3924,0,0,0,0,0,0,4.3518,0.0482,0,1.0564,0,0,0,6.4452,0,0,9.0482,0,0,3.3442,0,0,7.8854,2.0596
0,1.2196,0,0,0,0,0,0,0,0,0,2.7404,3.5154,0,0,0,0,0,0.1114,0,0,0,0,4.0464,0,0,0,3.4436,0,0,0,0,0,4.457,3.1314,0,0,0,0,0
8.6222,3.3972,1.7564,0,2.5018,0,5.538,11.8228,0,0,2.85,0.319,7.0308,0,0,0,0,0,0,0.2312,0.8372,9.2334,3.091,2.0232,0,0,0,0,0,1.8758,0,0,0,0,0.8658,0,0,0,3.0646,0
0,0,0,0.6742,0,0,0.8682,0,2.567,2.0918,0,0,0,0,0,0,7.9058,0,6.5592,0,2.6886,1.4856,0,0,0,0,4.5898,0,0,0,0,0,0,0,4.9028,0,0,0,6.0208,0
