Cell#1,Cell#2,Cell#3,Cell#4,Cell#5,Cell#6,Cell#7,Cell#8,Cell#9,Cell#10,Cell#11,Cell#12,Cell#13,Cell#14,Cell#15,Cell#16,Cell#17,Cell#18,Cell#19,Cell#20,Cell#21,Cell#22,Cell#23,Cell#24,Cell#25,Cell#26,Cell#27,Cell#28,Cell#29,Cell#30,Cell#31,Cell#32,Cell#33,Cell#34,Cell#35,Cell#36,Cell#37,Cell#38,Cell#39,Cell#40
0,0,0.9438,0,2.2144,0,0,0,0,0,0,2.481,0,0,0,0,2.2058,0.8688,0,0,0,0,3.7572,3.4482,11.2858,0,6.962,0,0,0,0,0,0,0,0,0,0,0,0,0
9.05,3.3946,0,0,0,0,0,8.0542,0,0,0,0,2.0866,0,0.8628,0,0,0,0,0,0,7.1144,2.7106,0,9.4048,0,8.028,0,0,0,0,11.2058,5.2026,0,0,0,2.143,0,0,0
0,0,21.9938,1.5372,0,0,0,2.5944,0,0,0,0.9,0,3.8084,0,0.798,0,0,0,0,0,0,0,2.9072,9.9976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.0832,0,0,0,0.159,0,0,5.2,1.4436,0,0,3.012,0,0,0,0,0,0,1.3842,0,0.1442,6.831,0.934,0,15.5404,2.6782,1.4532,0,0,0,0,0,14.1038,0,0,0,0,0,0,0.262
0,0,0,1.5866,2.7804,0,0,1.1316,2.0752,0.381,0,0,0,0,4.0784,2.7578,0.9424,0,0.7046,0.552,2.6248,0,0,0,16.6522,6.3,0,0,2.0172,4.2158,0,0,0,0,1.5172,0,1.9686,0,0,0
13.9056,2.8556,0,0,5.4284,0,0,0,1.6602,0.26,0,0,0,4.475,0,0.8288,0,0,5.4454,1.2666,0.433,0,0.9446,0,2.019,0,0,0,0,4.8366,0,11.4898,28.1442,3.8118,6.5316,0,0,0,0,7.1904
0,4.111,7.7562,0.3888,0.6964,0,3.0016,0,0,4.5694,1.012,5.2024,0,0,0,0,0,0,0,12.1918,2.7672,0,1.5428,10.7162,0,3.2812,0,0,2.5428,0,0,0,0,4.8644,0,0.2066,2.8856,0,3.1084,0
0,1.8582,0,0.528,5.775,0,6.1016,0,3.382,1.2102,0,0,0.3634,0,0,0,3.2076,2.4396,0,3.475,0,3.1524,2.409,0,0,7.1814,3.1014,3.3466,2.3658,0,0,0,0,2.1548,0,4.3114,11.4972,0,2.9312,0.6834
0,6.3638,9.95,0,0,0,0,1.5656,0,0,0.724,1.2024,0,4.5722,0,4.5538,6.2538,0.55,0,4.9624,4.7032,0,0,5.0624,0,3.3656,3.9672,0,4.979,2.0426,5.8484,0,0,0,1.5058,6.8622,6.48,0,3.6312,0
8.4056,9.4556,6.6188,0,0.7144,9.3528,3.8238,0,9.3624,3.6496,1.1292,6.3096,25.0596,15.6974,3.0354,5.3154,0,0.6792,10.4182,0,0,0,0.8856,0,0,10.0624,4.0076,0,7.479,0,0.993,8.6232,0,9.3096,13.7314,9.8852,1.7942,5.6192,7.4668,2.2692
4.9,7.0778,4.3,7.5798,9.3304,8.9192,2.6698,12.6944,3.1398,2.3532,0,9.2524,22.7422,0.4666,0,0,3.402,0,0,4.7604,0,1.8238,0.2232,2.6982,3.0334,8.9342,0,0,3.6066,2.6098,3.8982,1.0724,0,4.4666,0,17.505,7.1686,0,11.0958,0
2.5278,0,3.1688,2.7528,0.366,1.1416,0,6.7772,13.1324,4.2088,0,0,26.8654,17.075,9.298,7.9788,4.2134,5.9084,11.1704,0,0,0,0,0,19.5738,1.222,0,0,0,6.9244,7.1892,9.8,13.6076,5.488,17.0828,27.2688,5.1372,0,4.5438,13.6666
3.2332,7.1556,16.2812,4.164,0,9.9798,1.384,5.8,0,0,7.8482,1.1596,36.0232,13.0028,3.3688,0.0268,0,4.7958,10.9158,3.4458,5.464,10.5762,0.4624,3.6126,13.8522,1.403,0,0,4.9038,9.1634,3.466,0,11.8634,1.8738,2.3286,15.8296,2.8228,0,12.0438,3.8046
1.0834,0.4834,0,5.6584,10.1912,3.7302,0,2.2486,10.412,7.26,0,0,37.5384,5.364,5.9686,0,0,9.1666,11.459,5.3,1.6494,5.4382,2.2678,0,3.5024,4.5344,0,0,4.4324,2.8634,4.9964,5.9826,15.6836,4.057,2.0542,7.3672,1.5944,0,6.7292,3.8214
0,0.5972,0,10.9708,2.1214,0,0,0.9344,0,0,2.3052,0,1.7808,0,0,0,0.6116,0,0,7.5292,5.0412,8.1832,4.4464,8.6464,0,2.1844,4.1544,0,0,2.1428,1.5874,0,0,0,0,5.2492,10.6458,0,0.9666,1.0594
0,0,0,0,0,0,0.2698,0.6114,0,0,0.9466,0,0,6.8166,0,2.6328,1.798,5.777,3.116,1.7562,2.433,0,0,1.9072,0,2.7782,0,0,1.7744,0,0,0,0,0,0,1.977,2.3542,0,0,0
12.539,1.1194,0,0,1.7198,0,0,1.9458,0,0,1.6226,0,0,0,0,0,2.0576,0,0,3.3666,5.9772,15.507,1.4572,0,0,0,0,0,0,1.4744,0,0,0,0,0,0,0.9086,0,0,0
10.4056,0,0,1.281,6.4052,0,0,0.3828,0.3548,4.3692,0,1.0118,0,0,1.9274,7.8136,5.2866,0,0,4.0376,4.0144,0,2.759,0,0,0,4.5874,0,0,0,0.3286,10.629,7.0152,4.3476,0,0,0,0,0,0
3.2332,0.5554,0,0.8112,0,1.7888,7.9112,0.8058,0,1.7722,0,2.6238,0,0,0,0.35,0,0,0,0,8.5092,5.8142,0,0,3.5594,0,6.8228,0,0,0,0,2.9218,3.2758,5.5716,0,0,1.5886,0,0,4.2094
5.0334,2.7166,4.5626,0,0,0,0,2.0942,0,0,0.3362,0,0,7.9584,4.1216,0.8134,0,0,6.4432,0,0,0.8262,0,0,14.7522,0,0,0,0,3.2024,3.3946,0,1.2988,0,1.0172,0,0,0.9494,0,0
17.5388,0,14.7438,0.6652,0,0,0,0,0,0,0.4276,3.4,0,0,0,0,0,0,0,0,4.0618,12.9548,0,3.841,0,0,6.3064,0,0,1.1256,9.009,0,13.2912,0,0,0,0,0,0,10.1596
0,4.5556,0,6.6316,0.5892,1.472,0,4.0228,3.534,9.3854,0,0,0,0,0,0.6096,0.0482,0,1.5068,2.6646,0,0,6.7572,7.3624,0,2.8656,0,4.1966,0,0,2.125,4.052,0,0,0,6.7836,4.3714,0,6.2188,0
13.1334,0,10.6,0,0,0.2628,0,0,6.6316,0,0,0.869,0,2.2722,2.0234,0,0,0,6.5704,0,0,1.8618,1.3482,0,1.1238,0.5436,0,0.455,0,0,0.4928,3.5188,0,0,0,0,6.3914,0,0,4.7858
0,0,17.8312,0,0,0,0,0,0,0,0.3966,0,0,0,1.2334,3.2482,3.7346,0.5688,0,4.2792,0,0,1.066,2.2856,0,1.6248,0,0,0,0,0.4768,0,0,1.1238,0,6.0984,0,0,0,0
0,0,0,4.7752,0,0.881,0.6904,0,5.3746,7.108,0,6.9666,0,0,3.2432,3.7058,5.1732,6.7624,0,0,0,1.5882,0,0,2.0286,0,0,0,3.78,1.2622,0,2.661,17.8936,5.7738,0,0,0,0,0,10.7834
4.339,2.7362,0,0,1.275,1.8988,0,5.7944,4.1924,4.3738,0,2.3786,3.5576,2.2612,0.1784,0,0.1134,5.2458,0,4.6542,0,0,0.341,0,9.2952,0,0,5.7516,0,2.1646,0,0,0.9898,1.7762,0,2.7182,0,0,0,0
0,0,4.1248,0,3.6304,0,0,0,0.606,0,0,1.4618,0,5.7776,0,0,0,2.1104,0.2296,0,2.7134,0.5714,1.1624,0,5.8952,0,7.8354,0,3.9714,1.9842,0,0,15.8556,0,0,2.8262,0,0,0,6.6642
0,0,0,0,4.7804,0,0,0.9684,0,0,2.5242,0,2.8134,4.239,0,0,1.9018,0,0,3.0208,2.5712,0,0,12.291,0,0,3.1848,0,2.1286,0,2.0304,0,0,8.331,0,11.669,0,0,5.3728,0
0,8.2082,0,0,0,1.3168,0,0,4.4436,0,0,0.5262,0,7.0084,0,0,0.104,0,0.5614,0,1.0288,0,0,0,0,2.9188,0,2.3614,5.379,2.528,0,9.342,11.2608,0,0,0,0,0,2.1334,1.631
1.4054,0,5.7686,0,0,0,0,14.2086,0,0,2.2638,0,0,2.286,0,0,3.4,0,0,3.552,0,0.8166,1.3858,0,0,0,0,0,0,1.0598,0,0,0,0,0,4.4196,0,0,0.025,0
0,0,0,0,0,0,0,0,0,0,0,3.2024,0,0.325,3.6746,3.0422,0.2962,0,5.2,0,0,0,0,0,0,0,0,0,1.2524,11.8536,0,1.0116,0,2.9596,6.3772,0,0,1.5312,1.1292,0
14.9722,0.8334,0,0,0,0,0,0,0,0,0.831,0,0,0,0,0,0,7.652,0,0,0,0,0,0,0,0,0,0,0,10.7792,0,0,1.2278,0.831,5.62,0,0,0.0964,0.7436,0
9.111,0,0,0,1.0606,0,0,0,0,0,0,3.262,0,0,0,7.0078,0,2.423,0.1364,0.377,0,0,0,0,3.6118,0,0,0,0,3.0416,0,0,5.238,0,0,0,0,0,0,0
12.5556,0,0,0,0,0.7462,0,0,0,0,3.3536,0,0,0,0,0,0.225,0,0,1.85,2.4908,0,0,0,0,0,7.8634,0,0,3.7658,0,0,0,0.0642,0,0,0,0,0,0
0,0,0,0,11.6196,0,0,0,0,0,0,0.9,0,0,0,4.1672,0,0,4.3794,0,0,0,0,0,0,1.4374,0.21,0,0.6868,0,0,0,0,0,0,1.5476,4.0858,0,0,0
5.5054,0,6.95,0,4.0536,0,0,8.7828,0,0,0,0,0,0,0,0,2.6614,0,0,0,6.2248,7.1118,0.7016,1.184,0,2.0718,0,0,0,0,1.393,0,4.5216,0,0,0,3.1856,0,0,0
0,0,3.7,3.49,0,0.674,0.3254,0,0,0,0,0,0,0,9.6726,3.6154,4.6,0,0,0,0,0,0,0,0,1.0126,0,0,0,0,4.0696,7.2174,0,0,0,0,0,0,0,0
0,0,0,0,0.9446,0,0,0,1.8542,0.0408,4.0346,0.5428,0,0.6696,0,0,0.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0404,0,0,0,0,3.5292,4.8094
0,0,20.7814,0.0518,1.6376,0,0,0.6744,4.1144,0,0,5.1572,0,0,13.7744,0,1.2404,1.0332,16.1046,0,0,3.731,4.307,5.1054,12.4692,0,0,0,0.921,0,0,3.7914,13.2936,0,0,0.6622,0,4.183,0,2.0572
12.7722,0,8.2938,0,0,2.5506,0,0.98,3.2014,0.2496,0,0,3.7674,5.175,6.8764,0,0,0,0,0,5.631,2.0358,2.316,0,1.6928,0,0,0,0,1.3268,0,4.4116,14.3088,0,0,0,0,0.2336,0.075,10.5022
0,0,0,9.9732,0,2.245,0.854,0,0,1.2584,3.6568,1.8048,1.95,0,0,0,0,0,0,4.1228,0,0,0.3072,0,0,0,4.3772,6.0436,0.8486,1.6818,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6.8302,0,0,0.4,0,2.0044,0,0,0.375,0,0,0,3.9692,0,0,2.898,5.0948,0.531,5.2892,0.8286,0,3.2562,2.8074,0,0,0,0,0,6.1696,0,0,2.646,0,0,0,0
0,2.1194,6.4874,1.6336,0,1.3798,2.4238,2.7686,0,1.727,0,0,3.798,0,0.8862,0,0,0,7.9842,3.2832,9.8866,0,0,0,0,2.7844,0,1.987,0.8,3.0122,3.943,0,0,0,0,0,4.357,0,4.0542,0
1.85,0,0,0,0,7.5034,0,3.537,4.615,0,0,0,7.0174,0,0,0,1.2788,0,0,5.1124,3.6412,3.8262,0,0,0.7142,0,2.0936,0,0,0,0,3.9188,0,2.4094,0,8.0688,2.0228,2.9098,0,6.4952
0,4.925,0,6.8518,3.659,1.182,3.4538,1.4658,0,0.968,0,0.212,1.921,3.5474,0,1.927,0,2.929,0,1.5042,0,6.95,0.4678,3.5144,0,8.7844,0,2.008,0.1094,0,5.0606,0.3942,0,0,6.9142,2.1442,4.2314,0,3.1396,0
5.6,4.9472,10.1438,0,6.691,1.155,1.2476,0,7.749,0.454,0,0,0,2.0834,8.1136,2.1364,4.3384,7.3582,7.6226,0.0188,0,3.6976,0,0.2554,11.4334,0,0,0,0,1.8,2.718,10.2434,15.957,0,5.5,0,0,2.1724,0,3.819
6.3166,0,0,0,0,0,0,0,2.9128,0,2.7018,4.5856,5.0192,6.5194,1.3686,0.5134,0,0.4396,0.9546,0,0,9.3214,0.2446,0.9714,7.5356,0,0,0,0,7.567,0.7232,0.7682,0,1.3524,0.8942,0,6.6256,1.0746,0,9.6858
9.0556,0,3.1812,6.4114,0,3.1482,0,0,7.7234,0.743,0,2.6406,2.202,0,4.6902,2.8442,5.0404,2.5604,0,3.4146,0,9.0428,0,0,4.9404,0,0,0,2.8276,0,0,4.5014,0,2.3476,0.3,3.3672,0,3.688,0.1812,0
1.9278,0,0,6.9956,2.4322,0,0.1094,0,0,0,2.5862,0,0,0,0,2.275,4.6672,0,0,0.7918,0,0,0.35,5.5072,0,0.3314,4.281,0.658,0,0,2.709,0,0,0,0.68,1,6.3514,0,3,0
0,0,0,0.1506,0,0,0,0,0.6362,2.305,0,0,0,0.8166,6.7764,5.023,0,0,4.1522,0.7854,0,0,0,0,0,0,0,0.0904,0,0,0,0,0,0,0,0,0,3.1386,0,1.2072
10.0446,0,1.8938,1.0494,0,0,0,13.8372,0,1.1226,0,3.7762,7.5712,0,1.9588,0,0,0,0,4.1376,0.4784,0.2428,4.8644,0,0,8.6218,4.6582,0,0,0,0,0,0,5.8214,0,0.2458,0,0,2.0772,0
0,0,0,0,0,0,0,1.563,1.4512,0,0.943,0,0,0,0.0706,2.8634,0.2788,0,8.9682,7.975,4.2782,0,0,0.9518,0,0,1.081,0,5.4466,0,0,0,3.043,2.5024,0,0,0,0,0,0
4.4722,0,0,0,0.575,0,1.8588,0.9456,0,0,0,0,0,1.3362,1.0726,0,0.7346,1.1458,0,0,3.8928,0,10.4892,0.8178,0.0668,3.7344,0,2.8194,0,2.6562,0,1.9942,16.7568,2.019,7.04,0,1.0314,0,0,7.4762
0,0,7.9688,0,0,0,1.2524,1.8886,4.0316,2.2088,0.8638,2.181,1.5424,4.9304,6.247,0,0,2.0834,11.475,1.1436,2.202,2.6142,0,0.1518,19.1024,0,0,0,2.4056,3.5426,2.391,0,17.3544,3.0238,2.8314,0,0,2.4192,0,0
11.7112,0.6666,0,0,2.6804,5.4404,0.2888,8.0772,0,0,0,0.2594,0,0,0,0,4.7,1.2438,0,0.2438,2.6102,11.1692,0,4.9232,0,1.478,0.0278,0,0,3.6732,0,1.171,16.8128,0,0,0,0,0,0,2.1832
0,5.889,0,2.4112,0,0,1.1286,0,0,0,1,0,0,0,0,0.1482,1.9518,0,0,0,0,0,0,1.3018,0,0,2.367,0,0.2982,0,1.0982,0.6956,0,0,0,0,12.1286,3.2338,1.4354,1.562
0,0,0,3.1934,0,6.4382,0.7412,0,0,0,0,4.0382,0,0,0,0,1.077,6.3792,0,0,0,5.838,4.7626,0,1.3262,0,3.643,0,0,0,0,4.0956,0.7672,0,0,5.5148,8.4458,0,1.1876,0
0,0,6.8562,1.7708,0,0,0,0,0,2.2292,0,0.4404,1.2538,3.1528,0,2.027,0,0,0,0,0,0,0,0,0,0,6.7444,3.5888,0,0,6.0124,0,0,0,0,0.9148,6.057,0,0,0
9.7056,0.8834,0,0,6.109,0,0,2.5056,4.2902,0,0,0,0,4.2028,3.2256,2.7672,0,7.8104,0,0,0,0,1.4876,0,2.7048,0,0,0,0,0,0.4768,2.8696,1.4532,5.0094,0,0,8.057,2.3108,0,4.5476
0,0,9.9748,5.9056,0,0,0,0,1.5864,0,5.6844,0.0976,4.05,10.9722,3.3726,0.8288,0,0.3124,2.934,3.827,4.664,0,4.9856,0,2.4476,0,3.6204,12.9838,4.022,0,5.8732,0,0,8.219,5.8228,10.7738,14.3314,3.5084,0,0
9.1278,0,8.6436,0,1.925,3.4204,0,0,11.6692,5.3256,0,3.0358,6.0866,7.3556,0.0962,0,4.552,6.1084,12.6728,2.3126,0.8432,6.1572,5.4304,0,25.9976,0,0,0,5.1172,5.8914,1.6392,0,22.6936,0.9,0,0,0.5628,3.8024,0.3,0
12.6444,4.2944,16.3188,0,8.7162,0,0,4.7486,0,3.2438,1.2776,4.2666,9.6154,0.1556,3.6274,1.575,0,0,4.4044,2.5666,5.9382,0,0,0,7.9738,7.7938,1.8634,3.129,2.199,21.0694,5.3286,0,0,1.3738,0,0,2.6972,10.7506,0.125,3.4644
9.361,5.5362,0,1.564,0,1.1394,0,0.8742,1.997,3.927,0.9794,0,1.0654,0,0,0,4.7866,6.2854,0,5.6126,3.0516,4.312,3.591,4.2286,12.4762,2.5374,0,0,0,12.6048,0.1732,0,0,0.1954,0,5.095,0,6.7578,0,0
0,4.2278,0,10.991,0,1.6608,0,0,0,7.0408,4.9086,0,0.8134,0,0,0,3.7366,0,0,0,3.4762,0,1.216,4.257,0,0.9,4.6886,4.8354,0,3.5146,0,0,0,0,0,0,6.6372,3.7398,2.1562,0
0,0,7.4314,0,0.7874,0,0,0,2.994,9.562,0,1.4382,0,0,0.6176,0.4018,0,0,3.0092,0,0,0,0,0,20.6072,0,4.3138,0,0,3.9012,0.8446,0,0,0,0,0,0,11.0374,0.4042,0
1.9332,0,0,0,0,0,4.7524,1.4114,0,6.5796,0,0,0,0,0,1.3346,0,0,0,0,0,0.0952,0.7928,2.4054,11.6118,0,2.5848,2.4,0,9.9684,0,3.0726,0,0,4.5372,6.4492,0,17.0542,0.0374,0
0,0,0,0,0,0,0.9192,0,4.0676,5.5488,1.05,0,0,3.8278,0,2.5,2.0672,0,8.7614,0,0,0,0,0,23.3618,0,0,2.313,0,0,0,0,6.9442,0,7.9744,0,2.4028,12.8626,0,0
2.6112,0,0,0,0,0,2.419,0,0,8.781,0,1.6858,0,0,6.8234,0.925,0,0,0,0,0,3.1642,0,5.3392,17.919,0,2.5418,0,6.7544,0,0,5.4378,7.9242,3.1808,0,0,0,14.4458,3.9396,0.7596
0.4556,0,11.4812,0,2.0678,0,0,5.1856,8.197,14.749,0,1.4382,4.6096,9.8332,5.8902,0,0,7.4938,14.0546,0.6332,0,0,0.5482,0,35.8666,0,0,0,1.3552,0,3.8804,6.739,17.481,3.1072,1.2486,1.3146,0.2542,21.2868,0,0
9.911,4.9946,0,0,0,0,4.408,0,0,25.1474,2.4742,0,1.1788,0,0,0,3.0672,4.8292,0,0,6.5526,0.3452,1.275,0.216,6.4618,3.803,0.0178,0,0,0.978,5.018,1.3072,7.5418,0,0,0,2.2886,1.4324,2.2522,0
0,3.0056,0,8.2382,3.3606,0,0,1.4314,0,38.7898,9.3432,3.2928,0,0,2.7412,0,0,3.4708,0,1.1458,1.8022,0,0,0.991,2.612,0,0,1.1,0,0,14.8196,0,0,5.1714,2.1742,0,10.2,1.653,0,0
4.7666,0,6.6938,4.91,1.3982,1.364,0,6.1458,0,48.0366,1.688,0,0,2.0112,0,0,8.2424,3.9292,0,0.8896,0,8.5594,11.5268,1.3034,0.4786,3.9876,4.8278,0,0,0,10.966,5.3826,0,1.5668,0,0.659,0,0,0,0
0,4.5834,0,0,2.5196,1.9034,0,3.44,1.8964,45.6016,5.0396,1.6786,7.6596,9.8332,0,1.7058,0.8172,11.1,14.9478,0,9.0452,0,2.382,0,9.1142,2.5688,0,1.5564,0,0,15.9162,0,0,2.4834,8.277,10.4818,4.9458,0,0,2.8784
1.9834,13.9638,0,0,1.6394,0.3392,9.6316,4.7972,0,36.9606,3.738,1.4308,21.5328,3.8278,2.6588,0.6424,3.0826,0,0.0796,12.2146,6.8412,15.3668,4.0072,2.7268,10.4548,15.125,4.9342,4.1902,4.2,3.5914,17.4874,1.3362,10.1874,1.7952,15.38,0,1.58,0,14.323,8.6048
0,8.7472,0,2.0382,3.2858,4.1236,1.4,5.2116,13.6616,23.187,5.3706,6.7356,20.9942,6.825,12.1156,6.4424,0,0.7916,14.3954,10.098,2.2826,9.3096,3.168,3.8732,19.25,16.1594,0,5.4934,5.1304,0,28.9964,11.2058,7,0.9382,27.2314,4.446,0,2.2326,14.7374,5.7214
18.3722,2.5084,18.2188,0,0,10.4472,4.708,5.3228,8.624,9.9532,0,0,23.3482,11.2444,0,0,0,1.1292,8.391,0,9.8226,5.4,5.5518,0,23.1404,10.1406,2.7722,0,4.8542,3.5818,36.0358,9.516,22.0252,3.9404,5.3658,0,0,0,7.7062,0
0,9.3472,0,0,6.4428,0.782,4.438,0,0,0,2.3758,10.5214,16.6788,0,1.0824,3.7538,0,0,0,4.4688,14.8412,10.2072,0,0.1448,0,9.5624,5.4758,0,1.7116,0,49.0482,0,0,0.7284,3.3342,3.023,16.9,0,5.977,0.881
0,4.5944,6.6,4.6922,3.043,0,3.5286,0.56,0,0,3.55,1.05,13.0154,0.0418,0,0,4.954,0,0,2.4708,3.4434,13.8406,0.9286,1.1838,0,3.4062,0,0,0.4934,0,47.1338,0,0,0,0,0,7.2456,0,6.1334,1.1144
0.7722,0,5.3438,0,2.8534,6.0226,0,0,3.7384,0,1.874,0,0,0,0,0,0,2.1958,0,0,0,4.2214,0,0,0,0,0,1.2258,0,0,43.3054,0.1596,0,4.281,0,4.9868,0,0,0,0
0,0,0,0,0,1.0628,0,0,1.0722,0,0,3.8738,0,7.5418,0,0,0,5.5458,0,1.475,0,7.9072,2.9284,0,1.7382,0,7.7216,0,1.8124,0,36.4018,0,0,0,0,0,0,0,0,4.162
0,4.7304,2.9062,0.2202,6.9394,0,0,0,0,0,0,1.381,0,0,0,4.9576,6.9366,1.0458,0.384,10.654,7.0598,11.3356,0,5.8536,0,0.0312,4.238,7.808,0,3.0536,16.4678,0,0,0,0,0,2.0344,0,0,7.0882
0.1832,0,5.9,8.0224,0,3.791,0,4.28,12.6632,0,0,0,0,13.7166,4.2824,0,0,0.6374,16.05,0.4396,0,0,1.1214,0,19.4572,0,0,0,0,0,13.125,2.255,19.238,3.0192,0,0,0,0.2638,0.4834,10.6238
20.5,0,0,2.5798,1.6856,2.9438,0,0,0.2076,0,0,0,0,0,0,0,0,0,3.9022,3.225,0,0,2.7446,0,0,0.7062,7.248,2.1162,0.4542,6.3074,0,0,0,6.662,0,4.223,0,0,0.1666,4.0856
0,0,0,10.854,2.5894,0,0,0,1.2226,0,0.057,0,0,0,0,13.323,0,0,3.4638,3.5022,1.0536,0,8.0894,5.1108,0,0.9124,4.5418,1.3566,2.0838,0.2744,1.4928,2.0926,2.952,3.6928,0.5256,0,1.1086,2.7784,1.5562,0.1096
2.1556,6.4666,11.9374,4.49,4.6552,0,3.635,9.3144,0,0,0,0,0,0,0,0,3.5558,0,0,0.4208,0.3278,0,2.4698,0.7858,0,0.9376,0,6.1564,0.0848,0,0,0.7014,0,12.0166,0,0.6196,5.4114,0,1.2,0
0.5888,0,3.3938,0,0,1.0426,0,0,1.057,0,0,0,0,5.15,0,8.6444,0,0,0,0,0,0,0,0,0.488,0,0.081,0,4.199,1.5328,0,6.1652,6.5342,7.9714,0,7.2262,0,0,0,0
3.7556,2.1696,0,0,0,1.827,0,1.18,0,0,0,2.3808,4.4366,0,1.547,4.6442,0,0,0,0,4.5814,1.807,0.3144,6.425,0,0,0.7468,8.6242,0,4.7598,0,1.1798,0,1.8642,4.94,13.7508,0,0,0,0
0,0,0,0,0,1.3302,0,0,5.7534,0,0.9656,0.9904,2.3424,9.8776,7.847,8.0288,1.9114,0,11.3886,0,2.2062,0,0,0,18.181,0,0.8784,0,0.6648,1.8232,1.291,3.7826,3.5874,0,10.06,0,0,3.0662,0,0
19.5834,0,16.4062,0,0,5.5034,0,2.3286,0,0,0,0,0,0,2.0706,0,0,7.3812,0,0,0,0,0,0,0,0,8.9088,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.054,1.9294,0,0,0,4.2432,0,0,0,5.4226,0,0.2082,0,0,0,0,0,0,0,1.2562,1.8244,0,0,0,0,0,0,0,0,0,0
4.8446,0,0,2.1348,0,0,0,0,0,0,4.4,6.3072,0.3288,0,0,0,0,0,0,0,0,3.431,2.5214,1.5358,0,0,2.7646,0,0,1.5318,0,0,4.0556,0,0,3.305,0.7456,0,0,0
0,0,0,6.0068,4.2338,0,0,0,2.1608,0,0,0,0,0.25,0,0,0,0,4.7592,1.073,0,0,0,0,0,2.2564,0.8962,0,1.2458,0,0,0,0,0,0,0,7.48,0,0.3438,0
0,1.9362,0,1.0224,0,0,0,5.86,0,0,0,0,0,0,0.9608,0,0,4.9646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4962,0,0,0,0,0,3.4082,0
0,3.05,0,0,1.0716,0,1.3842,0,11.0736,0,0,0,0,0,0,6.9384,0,0,4.6294,0,0,0,0,0,24.3596,0,0,0,3.0352,3.1938,0,0,4.8202,0,0,0,2.0286,3.1844,0,3.4452
7.2722,2.411,0,0,1.1856,3.3012,0,7.7772,1.9022,0,0,0,0,0,0,2.0864,3.302,4.7396,0,0,0,2.7452,4.7302,4.8732,0,0,0.7898,0,0,1.1926,0,1.4434,6.4178,0,0,0,0,0,0,1.2142
0,0,0,0,0,1.0292,0,0,0,0,0,0,0,0.5416,0,0,0,4.2686,0,0,0,0,0,0.9982,0,0,0,11.2258,3.96,0,0,0,0,0,0,0,5.4,0,4.2458,0
0,0,0,0,0,3.6,0,2.8028,0,0,0,1.7784,0,0,1.9942,0,7.0828,0,0,0,1.8102,0,7.9642,1.6286,0,0,0,0,1.3684,1.0414,0,11.1536,7.7974,0,0,0,0,0,0,0
0,0,7.4,0,0.8484,0,1.4064,0.8714,0,0,0,6.8714,0,0,0,0,0,0,0,0,7.3464,0,0.0572,3.3876,0,2.6156,0.1088,0,2.0676,0,0,0,0,7.9906,0,2.9214,0,0,0,0
6.939,0,7.7186,0,0,0,0,0,0,0,0,0,0,1.825,1.5766,0,0,0,2.6478,0,0,2.119,0.5304,0,0,0,0,0,0,0,0,9.3014,9.595,0,3.0228,0,0,0,0,5.4
2.85,0,0,1.0584,0,0,0,0,0,0,0,0.9096,0,4.0862,1.551,0,0.8924,0,2.775,3.404,0,0,0,0,0,0,0,0.9564,0.2438,0,0,0,1.5568,0.8358,2.6372,5.7246,2.6028,2.435,2.3312,0
9.6056,0,6.7812,0,0,0,0,0,4.9082,0,0,0.1714,0,0,7.9844,5.2866,0,0,5.409,0,0,0,0,0,19.2906,1.9156,3.5014,0,0,5.1352,0,3.539,20.6506,9.8572,5.04,0,0,0,0,1.7214
6.0056,1.675,0,0,3.118,0,0,0,4.8856,0,3.812,0,2.9904,5.525,0,0,0,0,5.091,4.1854,0,0,2.3876,0.4446,0,0.4,1.2228,0.429,0,0,0,0,0,0,0,0,0.56,0,0,0
0,2.5472,0,0,0,1.1348,0,0,0.6662,0,0,0,3.1596,5.8638,0,0.1194,0,0,0,0,0,2.069,0.0964,0,0,0,0,0,0,3.0744,0,0.8,0,0,1.0458,0,0,0.1902,0.3,0
0,4.2,0,1.2046,0,0,0,0,0,0,3.6706,3.026,0.0672,0,0,0,3.6404,0.6082,0,0,3.3752,0,0,1.8892,0,0,2.9368,0.6952,0.3686,0,0,0,0,0,0,4.072,6.1372,0,2.9626,0
0,8.3556,0,0,0,0.627,0.3176,0,0.9926,1.1606,5.6638,3.1286,1.8942,3.825,1.0158,6.8944,0,0,0.3864,0,2.6536,0,0,1.9624,0,5.4906,4.3114,2.5372,0,0,0,0.174,0,2.0166,5.8714,3.364,6.7344,0,0,0
0.5444,0.5084,0,0,0,1.036,3.7984,0,0,1.6948,4.2328,0,5.1692,0.75,0,0,2.352,3.8228,1.1,2.8396,0,4.8856,2.7822,3.1144,0,0,0,6.179,3.28,2.0806,0,0,0,0,1.997,7.9802,3.043,2.929,2.1978,4.924
