cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40
-9.106386555,4.260037951,-14.10774775,20.71589208,10.63575332,0.465453189,7.735272727,17.29459776,27.56718241,139.3209766,84.21582609,12.93482776,-0.581192308,52.89986928,5.861100033,20.79410826,12.81200473,69.31120879,8.045340987,15.9222122,19.09863636,-4.080586713,3.990892725,30.88245528,47.72721977,5.64791436,28.85000697,12.71285378,23.48886036,4.246176392,146.4111129,52.73602424,15.42252525,3.096547009,6.958810336,35.24778151,17.66300621,68.60219256,14.03164835,42.54673504
17.34470588,14.46792326,12.56252252,14.2492739,2.451221116,-5.773141862,-8.929989899,-10.77417845,-5.252890348,-73.53974677,36.75283794,2.352708289,5.769807692,-22.04645191,-16.92778856,-15.03517949,-17.65773995,48.06349489,-7.927303483,-3.788141833,-10.29045455,-3.012484901,-9.165286237,-3.652197238,-2.297265474,-18.29370247,-16.12237548,3.74151482,-11.12130963,-6.220187301,9.361923116,37.43111515,-4.085909091,-23.61851282,-13.21460751,-17.74248459,2.695652174,-55.43839838,8.014945055,8.590466422
0.475378151,1.099477124,9.925225225,-14.22372373,-7.457936516,-6.764918563,-10.3190101,-19.18812287,-31.8925961,-143.1008367,-67.85258498,-19.05574402,2.573538462,-41.25219421,-24.81693543,-26.10454131,-33.00308274,-36.21641764,-9.553798699,-11.55093199,-2.8775,4.385375324,-28.38554358,-17.73175431,-32.91762956,-14.37968254,-25.46417276,-22.57521841,-27.31906957,-12.14734507,-77.96110791,-21.54233939,-31.21712121,-17.26017094,-19.90504144,-29.83489076,-13.52350311,-91.90972202,-12.18027839,-21.23901343
-15.69714286,-0.672321316,-4.050990991,-24.06524431,-3.410652014,-1.183243814,-7.874494949,-13.30957582,-36.30891185,-153.0257988,-87.25715415,-8.237533916,-4.029576923,-53.97670401,-28.80757578,-18.21327066,-20.9927565,-50.60348437,-18.50736471,-4.924323636,-5.885227273,-4.022553926,-22.45778932,-34.3185425,-40.79696801,-14.14777409,-32.92171195,-21.70295214,-30.4449522,-11.3303464,-112.4761062,-40.56646061,-15.8570202,-17.59526496,-20.70632862,-46.7875042,-13.87426087,-81.6152338,-14.68298901,-37.78923077
-1.081260504,-1.415053763,-0.625765766,-13.96459033,3.715898543,-5.059267686,-3.132353535,-12.99608971,-28.32370099,-119.3999866,-56.77481423,-20.08957738,-1.550692308,-30.16947712,-12.74863968,-12.79964672,-8.02101182,-55.14256706,-6.364254114,-12.65173195,0.246136364,-5.049706644,-19.46243581,-16.43300434,-32.76872415,-11.88197859,-28.65675026,-10.89531975,-20.10592186,-13.14148235,-93.57585341,-41.26192727,-3.319292929,-10.74035897,-11.27491955,-38.11723249,-9.802509317,-62.03815538,-20.07437363,-34.53182906
-9.641512605,2.76950875,8.072072072,-14.02188984,-1.718096453,1.890268557,-7.66159596,-7.978820088,-18.79714313,-94.22897945,-53.35373913,-10.25760068,0.563038462,-24.80917834,-16.44626296,-12.59099145,-10.08396217,-34.8351748,-4.018115576,3.919366679,-4.199090909,7.083753236,-18.00746546,-18.23948032,-32.49154388,-16.28469546,-18.5399286,-3.267846995,-18.27437145,-9.789113512,-92.90889673,-37.35258182,-1.375454545,-4.959641026,-9.763237445,-23.05517367,-15.30628571,-46.80583579,-7.681465201,-32.01091087
-13.03319328,-5.300706304,7.248468468,-15.44693398,1.256888584,-9.923595673,-11.59946465,-5.338010726,-22.42344987,-58.21886174,-40.7698498,-9.825331345,1.575538462,-23.84526611,-2.179824691,-5.489185185,-15.00620804,-26.63189969,-1.729821661,-1.612253439,9.783863636,-1.029473684,-5.806035133,-9.497881713,-20.2691564,-0.762465855,-16.57842215,-4.930699122,-9.612102534,-6.025195431,-61.15260588,-29.53705455,-1.150858586,-2.347760684,-7.483188688,11.40656303,-10.76332919,-34.89059462,-11.16483516,-16.60249573
-10.81428571,2.037741935,-10.9018018,-3.850089519,-3.25006525,-6.312613453,-7.57710101,2.2178157,-15.06853454,-51.02358402,-30.32297233,7.388869948,-2.488269231,-28.48126984,-6.964171295,3.468552707,0.844009456,-21.78774545,-2.611606582,-4.572717358,-1.689772727,-10.60046592,0.641764606,-13.1656477,-20.65558912,-1.165227021,-10.32945838,-9.113765193,-3.125863468,-2.500802717,-49.27697946,-20.53567273,12.00656566,-6.40017094,-0.935231594,0.431490196,-5.28447205,-21.5328148,-4.654798535,-12.0631746
6.882268908,-1.065561881,-1.751891892,-2.409295039,-6.643153608,-9.201199801,-5.058252525,11.82378352,-10.37652759,-31.76403894,-25.25683794,-2.906169472,13.47942308,-10.52197946,8.938700569,-6.937817664,-6.940520095,-19.63543499,4.903318791,-6.784666316,5.63,0.495349439,-0.797386443,3.032506246,-9.692193044,-3.599084533,-8.71032567,-1.674191091,-2.105298945,4.648462283,-38.28566049,-7.149842424,2.216919192,-2.883931624,-2.346894198,0.908047619,-4.788248447,-13.84642673,-7.97025641,-5.028796093
11.93882353,-8.036974489,-1.853873874,-6.54201293,-9.130147672,-2.510139252,2.806262626,7.784817162,3.508070311,69.1944945,-10.51468775,8.774812132,7.173923077,-8.84254902,6.972785547,7.24605698,10.44469504,-10.68229302,-3.23084271,15.04905805,4.453636364,-6.864805867,9.789034129,6.188581479,7.950818809,16.30911776,41.04549808,10.61514026,11.71600054,8.050042606,24.2665527,-12.70432727,6.783484848,5.795982906,0.570238908,15.93664146,1.511080745,8.332908689,2.499575092,-0.134608059
