Points0,Points1,Points2,,intensity,filtered,timeframe,cell,kmeans
139,49.1,58,,1063.3192,-7.2758,110,33,0
137,49.1,163,,757.307,-7.5572,110,34,0
169,49.1,131,,722.5602,-5.0828,110,35,3
0,49.1,127,,1130.554,2.7016,110,36,0
68,49.1,66,,812.0028,3.9514,110,37,4
52,49.1,144,,873.5196,-7.3108,110,38,0
183,49.1,94,,673.802,1.4916,110,39,4
57,49.1,61,,941.5168,-4.319,110,40,0
94,48.9,0,,1212.4832,-20.539,111,1,0
174,48.9,8,,829.525,4.5472,111,2,0
97,48.9,5,,1152.0874,-24.8562,111,3,0
103,48.9,27,,1108.2786,-2.582,111,4,0
143,48.9,50,,932.6178,-5.5644,111,5,0
163,48.9,70,,808.3122,-3.182,111,6,0
162,48.9,95,,1132,-6.465,111,7,0
138,48.9,110,,1049.1086,-3.5458,111,8,0
107,48.9,117,,1059.2512,-4.9804,111,9,0
97,48.9,104,,976.0934,-5.1344,111,10,0
114,48.9,93,,921.5396,-7.193,111,11,4
121,48.9,75,,905.6834,-16.962,111,12,4
178,48.9,153,,650.4884,-4.4326,111,13,0
148,48.9,176,,729.3278,-13.0556,111,14,0
7,48.9,178,,1002.4374,-19.4568,111,15,0
2,48.9,168,,987.2232,-4.8442,111,16,0
17,48.9,116,,1066.6866,0.048,111,17,0
31,48.9,41,,997.7874,-12.1312,111,18,0
116,48.9,146,,759.2272,-12.275,111,19,1
118,48.9,17,,934.9502,3.698,111,20,4
149,48.9,38,,781.6744,0.0638,111,21,0
194,48.9,154,,831.3406,-0.5382,111,22,0
55,48.9,167,,790.9214,-4.5036,111,23,4
59,48.9,96,,1074.9516,-0.1678,111,24,0
83,48.9,119,,917.5238,-8.3168,111,25,3
111,48.9,175,,698.2782,-2.0124,111,26,0
81,48.9,156,,667.038,-0.8026,111,27,0
97,48.9,59,,1160.9436,-1.8194,111,28,3
27,48.9,142,,888.5182,4.479,111,29,4
80,48.9,66,,1075.5938,-3.583,111,30,0
70,48.9,124,,844.1284,-11.7268,111,31,0
61,48.9,26,,871.1622,2.9942,111,32,4
139,48.9,58,,1036.8356,-26.4836,111,33,0
137,48.9,163,,754.4,-2.907,111,34,0
169,48.9,131,,710.3916,-12.1686,111,35,0
0,48.9,127,,1136.0558,5.5018,111,36,0
68,48.9,66,,802.94,-9.0628,111,37,0
52,48.9,144,,864.634,-8.8856,111,38,0
183,48.9,94,,669.9166,-3.8854,111,39,0
57,48.9,61,,931.7214,-9.7954,111,40,0
94,48.7,0,,1199.761,-12.7222,112,1,0
174,48.7,8,,834.9472,5.4222,112,2,0
97,48.7,5,,1156.2062,4.1188,112,3,0
103,48.7,27,,1111.164,2.8854,112,4,0
143,48.7,50,,927.0482,-5.5696,112,5,0
163,48.7,70,,810.346,2.0338,112,6,0
162,48.7,95,,1127.5398,-4.4602,112,7,4
138,48.7,110,,1049.4656,0.357,112,8,0
107,48.7,117,,1062.6918,3.4406,112,9,0
97,48.7,104,,969.3548,-6.7386,112,10,0
114,48.7,93,,921.419,-0.1206,112,11,0
121,48.7,75,,904.7642,-0.9192,112,12,0
178,48.7,153,,640.5192,-9.9692,112,13,0
148,48.7,176,,725.3194,-4.0084,112,14,0
7,48.7,178,,1003.0452,0.6078,112,15,4
2,48.7,168,,988.5636,1.3404,112,16,4
17,48.7,116,,1063.5404,-3.1462,112,17,0
31,48.7,41,,991.2102,-6.5772,112,18,0
116,48.7,146,,760.9614,1.7342,112,19,4
118,48.7,17,,918.4232,-16.527,112,20,0
149,48.7,38,,782.8064,1.132,112,21,0
194,48.7,154,,811.7502,-19.5904,112,22,3
55,48.7,167,,788.9054,-2.016,112,23,0
59,48.7,96,,1064.1696,-10.782,112,24,3
83,48.7,119,,911.6928,-5.831,112,25,3
111,48.7,175,,695.6438,-2.6344,112,26,3
81,48.7,156,,662.5368,-4.5012,112,27,0
97,48.7,59,,1161.2144,0.2708,112,28,3
27,48.7,142,,887.9714,-0.5468,112,29,0
80,48.7,66,,1076.3096,0.7158,112,30,0
70,48.7,124,,840.0732,-4.0552,112,31,0
61,48.7,26,,865.5014,-5.6608,112,32,4
139,48.7,58,,1044.2786,7.443,112,33,0
137,48.7,163,,755.2668,0.8668,112,34,0
169,48.7,131,,703.3344,-7.0572,112,35,0
0,48.7,127,,1130.9116,-5.1442,112,36,0
68,48.7,66,,809.5486,6.6086,112,37,0
52,48.7,144,,864.617,-0.017,112,38,0
183,48.7,94,,668.4582,-1.4584,112,39,0
57,48.7,61,,930.1286,-1.5928,112,40,0
94,48.5,0,,1191.861,-7.9,113,1,0
174,48.5,8,,833.5638,-1.3834,113,2,0
97,48.5,5,,1135.2,-21.0062,113,3,3
103,48.5,27,,1107.5056,-3.6584,113,4,0
143,48.5,50,,926.6766,-0.3716,113,5,0
163,48.5,70,,814.263,3.917,113,6,0
162,48.5,95,,1119.1952,-8.3446,113,7,4
138,48.5,110,,1043.5314,-5.9342,113,8,0
107,48.5,117,,1062.4106,-0.2812,113,9,0
97,48.5,104,,966.1226,-3.2322,113,10,3
114,48.5,93,,927.4586,6.0396,113,11,3
121,48.5,75,,903.9856,-0.7786,113,12,0
178,48.5,153,,641.6462,1.127,113,13,0
148,48.5,176,,711.8138,-13.5056,113,14,3
7,48.5,178,,999.7316,-3.3136,113,15,0
2,48.5,168,,992.0174,3.4538,113,16,0
17,48.5,116,,1056.1326,-7.4078,113,17,3
31,48.5,41,,986.604,-4.6062,113,18,0
116,48.5,146,,752.332,-8.6294,113,19,0
118,48.5,17,,924.3294,5.9062,113,20,0
149,48.5,38,,783.1774,0.371,113,21,0
194,48.5,154,,812.0406,0.2904,113,22,0
55,48.5,167,,789.0356,0.1302,113,23,0
59,48.5,96,,1066.7928,2.6232,113,24,4
83,48.5,119,,907.1858,-4.507,113,25,0
111,48.5,175,,694.2344,-1.4094,113,26,0
81,48.5,156,,664.8356,2.2988,113,27,0
97,48.5,59,,1153.1596,-8.0548,113,28,0
27,48.5,142,,880.941,-7.0304,113,29,0
80,48.5,66,,1085.3706,9.061,113,30,4
70,48.5,124,,833.832,-6.2412,113,31,4
61,48.5,26,,870.4724,4.971,113,32,0
139,48.5,58,,1027.99,-16.2886,113,33,0
137,48.5,163,,755.7836,0.5168,113,34,0
169,48.5,131,,696.1972,-7.1372,113,35,0
0,48.5,127,,1140.8296,9.918,113,36,0
68,48.5,66,,799.7942,-9.7544,113,37,0
52,48.5,144,,860.0988,-4.5182,113,38,4
183,48.5,94,,667.0104,-1.4478,113,39,0
57,48.5,61,,920.8786,-9.25,113,40,0
94,48.3,0,,1197.75,5.889,114,1,3
174,48.3,8,,829.1222,-4.4416,114,2,0
97,48.3,5,,1126.6814,-8.5186,114,3,0
103,48.3,27,,1104.5484,-2.9572,114,4,0
143,48.3,50,,938.739,12.0624,114,5,0
163,48.3,70,,814.0922,-0.1708,114,6,0
162,48.3,95,,1121.3842,2.189,114,7,4
138,48.3,110,,1045.7598,2.2284,114,8,4
107,48.3,117,,1066.594,4.1834,114,9,0
97,48.3,104,,959.2028,-6.9198,114,10,3
114,48.3,93,,926.2672,-1.1914,114,11,0
121,48.3,75,,901.3736,-2.612,114,12,4
178,48.3,153,,638.0712,-3.575,114,13,0
148,48.3,176,,714.7694,2.9556,114,14,0
7,48.3,178,,1012.361,12.6294,114,15,0
2,48.3,168,,987.85,-4.1674,114,16,3
17,48.3,116,,1062.7268,6.5942,114,17,0
31,48.3,41,,985.2394,-1.3646,114,18,0
116,48.3,146,,761.7162,9.3842,114,19,4
118,48.3,17,,921.7898,-2.5396,114,20,0
149,48.3,38,,779.9876,-3.1898,114,21,0
194,48.3,154,,800.9668,-11.0738,114,22,4
55,48.3,167,,788.7338,-0.3018,114,23,3
59,48.3,96,,1054.3266,-12.4662,114,24,4
83,48.3,119,,900.1572,-7.0286,114,25,4
111,48.3,175,,684.6594,-9.575,114,26,0
81,48.3,156,,664.7116,-0.124,114,27,0
97,48.3,59,,1150.029,-3.1306,114,28,0
27,48.3,142,,874.2914,-6.6496,114,29,0
80,48.3,66,,1076.6218,-8.7488,114,30,0
70,48.3,124,,833.8856,0.0536,114,31,0
61,48.3,26,,872.4464,1.974,114,32,0
139,48.3,58,,1023.881,-4.109,114,33,4
137,48.3,163,,748.4026,-7.381,114,34,3
169,48.3,131,,702.5628,6.3656,114,35,4
0,48.3,127,,1141.7674,0.9378,114,36,0
68,48.3,66,,803.0542,3.26,114,37,4
52,48.3,144,,859.253,-0.8458,114,38,4
183,48.3,94,,670.8874,3.877,114,39,0
57,48.3,61,,914.5904,-6.2882,114,40,0
94,48.1,0,,1231.2944,33.5444,115,1,3
174,48.1,8,,818.3472,-10.775,115,2,0
97,48.1,5,,1159.8502,33.1688,115,3,0
103,48.1,27,,1093.0944,-11.454,115,4,0
143,48.1,50,,925.6962,-13.0428,115,5,3
163,48.1,70,,813.1372,-0.955,115,6,4
162,48.1,95,,1115.2302,-6.154,115,7,1
138,48.1,110,,1038.4112,-7.3486,115,8,1
107,48.1,117,,1064.2872,-2.3068,115,9,1
97,48.1,104,,949.4248,-9.778,115,10,1
114,48.1,93,,923.1914,-3.0758,115,11,1
121,48.1,75,,898.364,-3.0096,115,12,3
178,48.1,153,,641.8384,3.7672,115,13,4
148,48.1,176,,713.0444,-1.725,115,14,1
7,48.1,178,,1020.4962,8.1352,115,15,1
2,48.1,168,,981.3904,-6.4596,115,16,1
17,48.1,116,,1066.9576,4.2308,115,17,1
31,48.1,41,,977.6102,-7.6292,115,18,1
116,48.1,146,,754.2024,-7.5138,115,19,1
118,48.1,17,,916.6918,-5.098,115,20,1
149,48.1,38,,774.8,-5.1876,115,21,3
194,48.1,154,,798.9714,-1.9954,115,22,4
55,48.1,167,,783.1874,-5.5464,115,23,4
59,48.1,96,,1053.8784,-0.4482,115,24,0
83,48.1,119,,901.6406,1.4834,115,25,0
111,48.1,175,,684.4062,-0.2532,115,26,0
81,48.1,156,,662.7268,-1.9848,115,27,0
97,48.1,59,,1144.8532,-5.1758,115,28,0
27,48.1,142,,869.738,-4.5534,115,29,0
80,48.1,66,,1081.7438,5.122,115,30,0
70,48.1,124,,826.025,-7.8606,115,31,0
61,48.1,26,,879.6378,7.1914,115,32,0
139,48.1,58,,1029.848,5.967,115,33,0
137,48.1,163,,759.743,11.3404,115,34,0
169,48.1,131,,700.5798,-1.983,115,35,0
0,48.1,127,,1142.8066,1.0392,115,36,0
68,48.1,66,,800.2998,-2.7544,115,37,0
52,48.1,144,,863.1432,3.8902,115,38,0
183,48.1,94,,664.4874,-6.4,115,39,0
57,48.1,61,,919.4594,4.869,115,40,0
94,47.9,0,,1240.1112,8.8168,116,1,0
174,47.9,8,,816.3416,-2.0056,116,2,0
97,47.9,5,,1179.369,19.5188,116,3,0
103,47.9,27,,1091.8,-1.2944,116,4,0
143,47.9,50,,936.107,10.4108,116,5,3
163,47.9,70,,813.571,0.4338,116,6,3
162,47.9,95,,1114.9524,-0.2778,116,7,0
138,47.9,110,,1047.2284,8.8172,116,8,0
107,47.9,117,,1065.9322,1.645,116,9,0
97,47.9,104,,948.0614,-1.3634,116,10,0
114,47.9,93,,918.4224,-4.769,116,11,0
121,47.9,75,,905.3594,6.9954,116,12,0
178,47.9,153,,637.6652,-4.1732,116,13,0
148,47.9,176,,720.2694,7.225,116,14,0
7,47.9,178,,1037.8176,17.3214,116,15,0
2,47.9,168,,981.2096,-0.1808,116,16,0
17,47.9,116,,1065.1672,-1.7904,116,17,0
31,47.9,41,,982.5164,4.9062,116,18,0
116,47.9,146,,764.0364,9.834,116,19,0
118,47.9,17,,918.7542,2.0624,116,20,0
149,47.9,38,,783.6598,8.8598,116,21,0
194,47.9,154,,795.5952,-3.3762,116,22,0
55,47.9,167,,781.2962,-1.8912,116,23,0
59,47.9,96,,1059.1962,5.3178,116,24,0
83,47.9,119,,913.7074,12.0668,116,25,0
111,47.9,175,,681.2248,-3.1814,116,26,0
81,47.9,156,,658.818,-3.9088,116,27,4
97,47.9,59,,1140.5694,-4.2838,116,28,4
27,47.9,142,,866.7904,-2.9476,116,29,0
80,47.9,66,,1085.3354,3.5916,116,30,0
70,47.9,124,,827.9804,1.9554,116,31,0
61,47.9,26,,881.4234,1.7856,116,32,4
139,47.9,58,,1047.5518,17.7038,116,33,0
137,47.9,163,,759.0762,-0.6668,116,34,0
169,47.9,131,,703.8456,3.2658,116,35,0
0,47.9,127,,1133.8656,-8.941,116,36,0
68,47.9,66,,812.5742,12.2744,116,37,0
52,47.9,144,,864.4204,1.2772,116,38,0
183,47.9,94,,665.279,0.7916,116,39,0
57,47.9,61,,923.4024,3.943,116,40,0
94,47.7,0,,1257.878,17.7668,117,1,0
174,47.7,8,,805.2054,-11.1362,117,2,0
97,47.7,5,,1173.094,-6.275,117,3,0
103,47.7,27,,1079.4022,-12.3978,117,4,0
143,47.7,50,,935.507,-0.6,117,5,0
163,47.7,70,,815.4834,1.9124,117,6,0
162,47.7,95,,1110.5286,-4.4238,117,7,4
138,47.7,110,,1050.6142,3.3858,117,8,0
107,47.7,117,,1061.1712,-4.761,117,9,4
97,47.7,104,,942.949,-5.1124,117,10,3
114,47.7,93,,915.1328,-3.2896,117,11,3
121,47.7,75,,904.3738,-0.9856,117,12,4
178,47.7,153,,642.6864,5.0212,117,13,4
148,47.7,176,,715.3168,-4.9526,117,14,0
7,47.7,178,,1028.9372,-8.8804,117,15,0
2,47.7,168,,981.471,0.2614,117,16,0
17,47.7,116,,1060.2114,-4.9558,117,17,0
31,47.7,41,,981.7644,-0.752,117,18,0
116,47.7,146,,759.6886,-4.3478,117,19,0
118,47.7,17,,928.1564,9.4022,117,20,0
149,47.7,38,,781.9154,-1.7444,117,21,0
194,47.7,154,,805.8998,10.3046,117,22,0
55,47.7,167,,778.5568,-2.7394,117,23,0
59,47.7,96,,1062.3586,3.1624,117,24,0
83,47.7,119,,910.5836,-3.1238,117,25,0
111,47.7,175,,683.0218,1.797,117,26,0
81,47.7,156,,661.8888,3.0708,117,27,0
97,47.7,59,,1139.2694,-1.3,117,28,0
27,47.7,142,,864.7514,-2.039,117,29,0
80,47.7,66,,1086.8354,1.5,117,30,0
70,47.7,124,,823.7606,-4.2198,117,31,0
61,47.7,26,,877.0524,-4.371,117,32,0
139,47.7,58,,1050.9696,3.4178,117,33,0
137,47.7,163,,760.088,1.0118,117,34,4
169,47.7,131,,703.3884,-0.4572,117,35,3
0,47.7,127,,1123.459,-10.4066,117,36,0
68,47.7,66,,811.46,-1.1142,117,37,4
52,47.7,144,,864.0746,-0.3458,117,38,4
183,47.7,94,,669.9332,4.6542,117,39,0
57,47.7,61,,920.8334,-2.569,117,40,0
94,47.5,0,,1249.3892,-8.4888,118,1,0
174,47.5,8,,807.6582,2.4528,118,2,0
97,47.5,5,,1161.3876,-11.7064,118,3,0
103,47.5,27,,1084.373,4.9708,118,4,0
143,47.5,50,,934.4856,-1.0214,118,5,0
163,47.5,70,,804.007,-11.4764,118,6,3
162,47.5,95,,1111.5208,0.9922,118,7,0
138,47.5,110,,1052.4656,1.8514,118,8,0
107,47.5,117,,1052.9562,-8.215,118,9,0
97,47.5,104,,941.222,-1.727,118,10,0
114,47.5,93,,905.3086,-9.8242,118,11,0
121,47.5,75,,903.9596,-0.4142,118,12,0
178,47.5,153,,640.7344,-1.952,118,13,0
148,47.5,176,,717.4586,2.1418,118,14,0
7,47.5,178,,1020.5606,-8.3766,118,15,0
2,47.5,168,,980.9056,-0.5654,118,16,0
17,47.5,116,,1050.4768,-9.7346,118,17,0
31,47.5,41,,975.6352,-6.1292,118,18,0
116,47.5,146,,760.5976,0.909,118,19,0
118,47.5,17,,927.2896,-0.8668,118,20,0
149,47.5,38,,776.8288,-5.0866,118,21,0
194,47.5,154,,808.8332,2.9334,118,22,0
55,47.5,167,,770.2534,-8.3034,118,23,0
59,47.5,96,,1062.289,-0.0696,118,24,0
83,47.5,119,,900.3692,-10.2144,118,25,0
111,47.5,175,,683.8624,0.8406,118,26,0
81,47.5,156,,657.309,-4.5798,118,27,0
97,47.5,59,,1143.563,4.2936,118,28,0
27,47.5,142,,865.5808,0.8294,118,29,0
80,47.5,66,,1081.872,-4.9634,118,30,4
70,47.5,124,,818.1356,-5.625,118,31,0
61,47.5,26,,871.7828,-5.2696,118,32,4
139,47.5,58,,1044.0228,-6.9468,118,33,0
137,47.5,163,,754.676,-5.412,118,34,0
169,47.5,131,,699.7342,-3.6542,118,35,0
0,47.5,127,,1118.2722,-5.1868,118,36,0
68,47.5,66,,802.9258,-8.5342,118,37,0
52,47.5,144,,861.1698,-2.9048,118,38,0
183,47.5,94,,671.6998,1.7666,118,39,0
57,47.5,61,,909.169,-11.6644,118,40,4
94,47.3,0,,1239.0502,-10.339,119,1,0
174,47.3,8,,818.3138,10.6556,119,2,0
97,47.3,5,,1170.2126,8.825,119,3,0
103,47.3,27,,1087.3594,2.9864,119,4,0
143,47.3,50,,921.5018,-12.9838,119,5,0
163,47.3,70,,797.0946,-6.9124,119,6,0
162,47.3,95,,1106.9604,-4.5604,119,7,0
138,47.3,110,,1048.9314,-3.5342,119,8,0
107,47.3,117,,1044.9006,-8.0556,119,9,0
97,47.3,104,,938.6236,-2.5984,119,10,0
114,47.3,93,,905.1138,-0.1948,119,11,0
121,47.3,75,,897.581,-6.3786,119,12,0
178,47.3,153,,642.5594,1.825,119,13,4
148,47.3,176,,707.3642,-10.0944,119,14,0
7,47.3,178,,994.7154,-25.8452,119,15,4
2,47.3,168,,975.346,-5.5596,119,16,0
17,47.3,116,,1035.846,-14.6308,119,17,4
31,47.3,41,,971.6436,-3.9916,119,18,0
116,47.3,146,,749.384,-11.2136,119,19,0
118,47.3,17,,924.8978,-2.3918,119,20,0
149,47.3,38,,779.5154,2.6866,119,21,3
194,47.3,154,,812.2618,3.4286,119,22,0
55,47.3,167,,763.7534,-6.5,119,23,4
59,47.3,96,,1063.6016,1.3126,119,24,4
83,47.3,119,,893.4026,-6.9666,119,25,4
111,47.3,175,,691.753,7.8906,119,26,0
81,47.3,156,,657.633,0.324,119,27,0
97,47.3,59,,1147.9258,4.3628,119,28,0
27,47.3,142,,866.338,0.7572,119,29,0
80,47.3,66,,1081.155,-0.717,119,30,0
70,47.3,124,,812.8944,-5.2412,119,31,0
61,47.3,26,,870.3046,-1.4782,119,32,4
139,47.3,58,,1034.4608,-9.562,119,33,0
137,47.3,163,,759.2902,4.6142,119,34,0
169,47.3,131,,693.2286,-6.5056,119,35,0
0,47.3,127,,1121.3508,3.0786,119,36,0
68,47.3,66,,793.8602,-9.0656,119,37,0
52,47.3,144,,856.6602,-4.5096,119,38,0
183,47.3,94,,668.0978,-3.602,119,39,0
57,47.3,61,,917.4,8.231,119,40,0
94,47.1,0,,1208.5558,-30.4944,120,1,0
174,47.1,8,,817.5084,-0.8054,120,2,0
97,47.1,5,,1144.8876,-25.325,120,3,0
103,47.1,27,,1090.1796,2.8202,120,4,0
143,47.1,50,,927.1554,5.6536,120,5,0
163,47.1,70,,793.6272,-3.4674,120,6,0
162,47.1,95,,1108.9064,1.946,120,7,0
138,47.1,110,,1045.1656,-3.7658,120,8,0
107,47.1,117,,1039.7848,-5.1158,120,9,0
97,47.1,104,,940.7856,2.162,120,10,0
114,47.1,93,,906.2878,1.174,120,11,0
121,47.1,75,,889.431,-8.15,120,12,0
178,47.1,153,,642.2882,-0.2712,120,13,4
148,47.1,176,,703.7586,-3.6056,120,14,0
7,47.1,178,,992.335,-2.3804,120,15,1
2,47.1,168,,978.3902,3.0442,120,16,0
17,47.1,116,,1031.5652,-4.2808,120,17,4
31,47.1,41,,969.3582,-2.2854,120,18,0
116,47.1,146,,754.8158,5.4318,120,19,4
118,47.1,17,,927.3144,2.4166,120,20,0
149,47.1,38,,778.8906,-0.6248,120,21,4
194,47.1,154,,807.9976,-4.2642,120,22,0
55,47.1,167,,763.223,-0.5304,120,23,4
59,47.1,96,,1061.3142,-2.2874,120,24,4
83,47.1,119,,887.7288,-5.6738,120,25,0
111,47.1,175,,689.9624,-1.7906,120,26,0
81,47.1,156,,648.5824,-9.0506,120,27,0
97,47.1,59,,1156.0612,8.1354,120,28,0
27,47.1,142,,864.8048,-1.5332,120,29,0
80,47.1,66,,1075.7892,-5.3658,120,30,0
70,47.1,124,,811.8086,-1.0858,120,31,4
61,47.1,26,,868.2088,-2.0958,120,32,4
139,47.1,58,,1029.0734,-5.3874,120,33,0
137,47.1,163,,746.8664,-12.4238,120,34,0
169,47.1,131,,693.1172,-0.1114,120,35,0
0,47.1,127,,1121.3772,0.0264,120,36,0
68,47.1,66,,790.9316,-2.9286,120,37,0
52,47.1,144,,848.741,-7.9192,120,38,0
183,47.1,94,,671.2208,3.123,120,39,0
57,47.1,61,,905.7834,-11.6166,120,40,4
94,46.9,0,,1218.3558,9.8,121,1,0
174,46.9,8,,811.6362,-5.8722,121,2,0
97,46.9,5,,1151.0376,6.15,121,3,4
103,46.9,27,,1083.2538,-6.9258,121,4,4
143,46.9,50,,913.8232,-13.3322,121,5,0
163,46.9,70,,791.4608,-2.1664,121,6,0
162,46.9,95,,1111.0556,2.1492,121,7,4
138,46.9,110,,1041.0056,-4.16,121,8,3
107,46.9,117,,1043.1472,3.3624,121,9,0
97,46.9,104,,934.2716,-6.514,121,10,4
114,46.9,93,,904.2136,-2.0742,121,11,4
121,46.9,75,,882.4,-7.031,121,12,0
178,46.9,153,,646.5344,4.2462,121,13,0
148,46.9,176,,703.828,0.0694,121,14,0
7,46.9,178,,987.284,-5.051,121,15,4
2,46.9,168,,981.1152,2.725,121,16,0
17,46.9,116,,1031.9652,0.4,121,17,0
31,46.9,41,,964.852,-4.5062,121,18,0
116,46.9,146,,754.0704,-0.7454,121,19,0
118,46.9,17,,920.027,-7.2874,121,20,0
149,46.9,38,,775.7278,-3.1628,121,21,0
194,46.9,154,,807.4024,-0.5952,121,22,0
55,46.9,167,,768.4946,5.2716,121,23,4
59,46.9,96,,1049.5678,-11.7464,121,24,0
83,46.9,119,,879.5406,-8.1882,121,25,4
111,46.9,175,,688.8374,-1.125,121,26,4
81,46.9,156,,644.9494,-3.633,121,27,3
97,46.9,59,,1152.074,-3.9872,121,28,4
27,46.9,142,,865.2742,0.4694,121,29,0
80,46.9,66,,1074.9976,-0.7916,121,30,0
70,46.9,124,,811.5408,-0.2678,121,31,0
61,46.9,26,,863.6522,-4.5566,121,32,0
139,46.9,58,,1034.3292,5.2558,121,33,0
137,46.9,163,,744.0926,-2.7738,121,34,4
169,46.9,131,,697.5744,4.4572,121,35,0
0,46.9,127,,1124.1574,2.7802,121,36,0
68,46.9,66,,787.12,-3.8116,121,37,4
52,46.9,144,,852.4806,3.7396,121,38,0
183,46.9,94,,668.902,-2.3188,121,39,0
57,46.9,61,,911.3142,5.5308,121,40,0
94,46.7,0,,1201.6946,-16.6612,122,1,4
174,46.7,8,,809.1946,-2.4416,122,2,0
97,46.7,5,,1154.4688,3.4312,122,3,0
103,46.7,27,,1083.6764,0.4226,122,4,0
143,46.7,50,,913.1714,-0.6518,122,5,0
163,46.7,70,,790.4248,-1.036,122,6,0
162,46.7,95,,1119.8032,8.7476,122,7,4
138,46.7,110,,1039.2198,-1.7858,122,8,4
107,46.7,117,,1048.7172,5.57,122,9,0
97,46.7,104,,933.384,-0.8876,122,10,4
114,46.7,93,,897.4756,-6.738,122,11,0
121,46.7,75,,880.457,-1.943,122,12,4
178,46.7,153,,659.3056,12.7712,122,13,0
148,46.7,176,,702.0306,-1.7974,122,14,3
7,46.7,178,,992.1506,4.8666,122,15,0
2,46.7,168,,975.6806,-5.4346,122,16,3
17,46.7,116,,1039.2056,7.2404,122,17,0
31,46.7,41,,962.1354,-2.7166,122,18,0
116,46.7,146,,759.9682,5.8978,122,19,0
118,46.7,17,,913.3914,-6.6356,122,20,3
149,46.7,38,,776.9958,1.268,122,21,0
194,46.7,154,,806.0692,-1.3332,122,22,0
55,46.7,167,,770.734,2.2394,122,23,4
59,46.7,96,,1055.2554,5.6876,122,24,4
83,46.7,119,,879.9286,0.388,122,25,0
111,46.7,175,,686.9468,-1.8906,122,26,0
81,46.7,156,,639.833,-5.1164,122,27,0
97,46.7,59,,1148.687,-3.387,122,28,0
27,46.7,142,,866.0742,0.8,122,29,0
80,46.7,66,,1071.861,-3.1366,122,30,0
70,46.7,124,,804.9248,-6.616,122,31,0
61,46.7,26,,864.968,1.3158,122,32,0
139,46.7,58,,1027.3266,-7.0026,122,33,0
137,46.7,163,,740.2664,-3.8262,122,34,0
169,46.7,131,,702.5002,4.9258,122,35,0
0,46.7,127,,1129.4098,5.2524,122,36,4
68,46.7,66,,785.0456,-2.0744,122,37,0
52,46.7,144,,854.8794,2.3988,122,38,0
183,46.7,94,,664.3228,-4.5792,122,39,4
57,46.7,61,,912.6094,1.2952,122,40,4
94,46.5,0,,1222.3612,20.6666,123,1,0
174,46.5,8,,801.6002,-7.5944,123,2,0
97,46.5,5,,1177.3376,22.8688,123,3,4
103,46.5,27,,1075.663,-8.0134,123,4,0
143,46.5,50,,919.2732,6.1018,123,5,0
163,46.5,70,,793.5146,3.0898,123,6,0
162,46.5,95,,1119.5634,-0.2398,123,7,4
138,46.5,110,,1037.3456,-1.8742,123,8,0
107,46.5,117,,1050.0676,1.3504,123,9,0
97,46.5,104,,926.6206,-6.7634,123,10,4
114,46.5,93,,894.543,-2.9326,123,11,4
121,46.5,75,,876.1616,-4.2954,123,12,0
178,46.5,153,,716.3884,57.0828,123,13,0
148,46.5,176,,702.9222,0.8916,123,14,4
7,46.5,178,,1008.1998,16.0492,123,15,0
2,46.5,168,,966.3056,-9.375,123,16,0
17,46.5,116,,1049.571,10.3654,123,17,3
31,46.5,41,,976.4376,14.3022,123,18,4
116,46.5,146,,763.1274,3.1592,123,19,0
118,46.5,17,,912.952,-0.4394,123,20,0
149,46.5,38,,784.4248,7.429,123,21,0
194,46.5,154,,800.7692,-5.3,123,22,0
55,46.5,167,,771.025,0.291,123,23,4
59,46.5,96,,1044.8822,-10.3732,123,24,4
83,46.5,119,,881.781,1.8524,123,25,0
111,46.5,175,,685.9374,-1.0094,123,26,3
81,46.5,156,,642.4962,2.6632,123,27,0
97,46.5,59,,1141.166,-7.521,123,28,0
27,46.5,142,,871.5732,5.499,123,29,0
80,46.5,66,,1077.8622,6.0012,123,30,0
70,46.5,124,,806.548,1.6232,123,31,0
61,46.5,26,,867.4318,2.4638,123,32,0
139,46.5,58,,1048.4278,21.1012,123,33,0
137,46.5,163,,739.3926,-0.8738,123,34,0
169,46.5,131,,708.7858,6.2856,123,35,0
0,46.5,127,,1129.9474,0.5376,123,36,0
68,46.5,66,,792.6598,7.6142,123,37,0
52,46.5,144,,860.3662,5.4868,123,38,0
183,46.5,94,,666.4728,2.15,123,39,0
57,46.5,61,,929.1024,16.493,123,40,0
94,46.3,0,,1234.5612,12.2,124,1,0
174,46.3,8,,792.8918,-8.7084,124,2,0
97,46.3,5,,1168.3938,-8.9438,124,3,4
103,46.3,27,,1069.4608,-6.2022,124,4,0
143,46.3,50,,928.3054,9.0322,124,5,0
163,46.3,70,,795.0628,1.5482,124,6,4
162,46.3,95,,1124.7618,5.1984,124,7,0
138,46.3,110,,1037.9056,0.56,124,8,0
107,46.3,117,,1053.1668,3.0992,124,9,0
97,46.3,104,,928.479,1.8584,124,10,0
114,46.3,93,,892.3016,-2.2414,124,11,4
121,46.3,75,,873.076,-3.0856,124,12,0
178,46.3,153,,761.6424,45.254,124,13,0
148,46.3,176,,711.7028,8.7806,124,14,0
7,46.3,178,,1023.5372,15.3374,124,15,0
2,46.3,168,,967.8518,1.5462,124,16,0
17,46.3,116,,1059.3844,9.8134,124,17,0
31,46.3,41,,974.571,-1.8666,124,18,0
116,46.3,146,,775.3228,12.1954,124,19,0
