Points0,Points1,Points2,,intensity,filtered,timeframe,cell
139,-25.09167842,58,,891.871,0,652,33
137,-25.09167842,163,,699.8574,0,652,34
169,-25.09167842,131,,803.4002,6.0372,652,35
0,-25.09167842,127,,849.6558,0,652,36
68,-25.09167842,66,,704.94,0,652,37
52,-25.09167842,144,,612.094,0,652,38
183,-25.09167842,94,,593.3624,0.0082,652,39
57,-25.09167842,61,,655.1,0,652,40
94,-25.17630465,0,,897.6002,4.5332,653,1
174,-25.17630465,8,,544.9804,7.0806,653,2
97,-25.17630465,5,,904.9564,6.6938,653,3
103,-25.17630465,27,,667.317,0,653,4
143,-25.17630465,50,,635.6214,8.6358,653,5
163,-25.17630465,70,,504.9036,0,653,6
162,-25.17630465,95,,734.0318,0,653,7
138,-25.17630465,110,,759.9742,1.5256,653,8
107,-25.17630465,117,,665.6512,10.173,653,9
97,-25.17630465,104,,658.2088,0.7592,653,10
114,-25.17630465,93,,582.8396,0,653,11
121,-25.17630465,75,,533.8022,0,653,12
178,-25.17630465,153,,545.0404,3.1404,653,13
148,-25.17630465,176,,814.9806,0,653,14
7,-25.17630465,178,,666.4744,5.1158,653,15
2,-25.17630465,168,,651.5248,2.9692,653,16
17,-25.17630465,116,,648.5846,0,653,17
31,-25.17630465,41,,662.7458,0.6396,653,18
116,-25.17630465,146,,688.2204,3.0614,653,19
118,-25.17630465,17,,690.827,7.3604,653,20
149,-25.17630465,38,,651.5814,0,653,21
194,-25.17630465,154,,713.8976,5.231,653,22
55,-25.17630465,167,,690.5178,6.891,653,23
59,-25.17630465,96,,683.102,0.7786,653,24
83,-25.17630465,119,,782.2736,0.6856,653,25
111,-25.17630465,175,,651.1372,0,653,26
81,-25.17630465,156,,544.9316,0.6254,653,27
97,-25.17630465,59,,864.1854,1.2436,653,28
27,-25.17630465,142,,678.2696,0,653,29
80,-25.17630465,66,,938.8608,3.3512,653,30
70,-25.17630465,124,,677.8856,1.5106,653,31
61,-25.17630465,26,,747.2318,3.3768,653,32
139,-25.17630465,58,,893.709,1.838,653,33
137,-25.17630465,163,,699.2526,0,653,34
169,-25.17630465,131,,807.503,4.1028,653,35
0,-25.17630465,127,,850.1574,0.5016,653,36
68,-25.17630465,66,,709.2258,4.2858,653,37
52,-25.17630465,144,,610.3566,0,653,38
183,-25.17630465,94,,597.3206,3.9582,653,39
57,-25.17630465,61,,654.2666,0,653,40
94,-25.26093089,0,,908.3112,10.711,654,1
174,-25.26093089,8,,552.8082,7.8278,654,2
97,-25.26093089,5,,896.144,0,654,3
103,-25.26093089,27,,668.4584,1.1414,654,4
143,-25.26093089,50,,641,5.3786,654,5
163,-25.26093089,70,,506.6946,1.791,654,6
162,-25.26093089,95,,732.3778,0,654,7
138,-25.26093089,110,,766.3714,6.3972,654,8
107,-25.26093089,117,,664.3114,0,654,9
97,-25.26093089,104,,662.1856,3.9768,654,10
114,-25.26093089,93,,584.35,1.5104,654,11
121,-25.26093089,75,,534.457,0.6548,654,12
178,-25.26093089,153,,549.379,4.3386,654,13
148,-25.26093089,176,,807.0418,0,654,14
7,-25.26093089,178,,669.5156,3.0412,654,15
2,-25.26093089,168,,651.8844,0.3596,654,16
17,-25.26093089,116,,646.5134,0,654,17
31,-25.26093089,41,,657.9644,0,654,18
116,-25.26093089,146,,687.709,0,654,19
118,-25.26093089,17,,687.2332,0,654,20
149,-25.26093089,38,,658.3938,6.8124,654,21
194,-25.26093089,154,,708.6524,0,654,22
55,-25.26093089,167,,691.7036,1.1858,654,23
59,-25.26093089,96,,685.8394,2.7374,654,24
83,-25.26093089,119,,779.3998,0,654,25
111,-25.26093089,175,,646.1248,0,654,26
81,-25.26093089,156,,541.9292,0,654,27
97,-25.26093089,59,,873.4468,9.2614,654,28
27,-25.26093089,142,,680.1238,1.8542,654,29
80,-25.26093089,66,,934.3268,0,654,30
70,-25.26093089,124,,678.173,0.2874,654,31
61,-25.26093089,26,,751.3998,4.168,654,32
139,-25.26093089,58,,883.671,0,654,33
137,-25.26093089,163,,699.4764,0.2238,654,34
169,-25.26093089,131,,816.043,8.54,654,35
0,-25.26093089,127,,857.1116,6.9542,654,36
68,-25.26093089,66,,715.1028,5.877,654,37
52,-25.26093089,144,,612.4554,2.0988,654,38
183,-25.26093089,94,,598.3394,1.0188,654,39
57,-25.26093089,61,,649.3976,0,654,40
94,-25.34555712,0,,896.0444,0,655,1
174,-25.34555712,8,,551.8972,0,655,2
97,-25.34555712,5,,897.269,1.125,655,3
103,-25.34555712,27,,669.1528,0.6944,655,4
143,-25.34555712,50,,638.9858,0,655,5
163,-25.34555712,70,,506.2002,0,655,6
162,-25.34555712,95,,730.9762,0,655,7
138,-25.34555712,110,,761.5856,0,655,8
107,-25.34555712,117,,665.913,1.6016,655,9
97,-25.34555712,104,,660.0322,0,655,10
114,-25.34555712,93,,587.4292,3.0792,655,11
121,-25.34555712,75,,535.9166,1.4596,655,12
178,-25.34555712,153,,548.9348,0,655,13
148,-25.34555712,176,,802.139,0,655,14
7,-25.34555712,178,,676.8528,7.3372,655,15
2,-25.34555712,168,,656.1576,4.2732,655,16
17,-25.34555712,116,,645.6672,0,655,17
31,-25.34555712,41,,654.6062,0,655,18
116,-25.34555712,146,,695.2658,7.5568,655,19
118,-25.34555712,17,,687.1518,0,655,20
149,-25.34555712,38,,660.231,1.8372,655,21
194,-25.34555712,154,,708.5144,0,655,22
55,-25.34555712,167,,691.309,0,655,23
59,-25.34555712,96,,684.65,0,655,24
83,-25.34555712,119,,775.4856,0,655,25
111,-25.34555712,175,,648.7312,2.6064,655,26
81,-25.34555712,156,,543.1594,1.2302,655,27
97,-25.34555712,59,,871.6162,0,655,28
27,-25.34555712,142,,679.7838,0,655,29
80,-25.34555712,66,,932.7072,0,655,30
70,-25.34555712,124,,679.0178,0.8448,655,31
61,-25.34555712,26,,754.5506,3.1508,655,32
139,-25.34555712,58,,886.7698,3.0988,655,33
137,-25.34555712,163,,707.3382,7.8618,655,34
169,-25.34555712,131,,818.1086,2.0656,655,35
0,-25.34555712,127,,847.1608,0,655,36
68,-25.34555712,66,,717.7656,2.6628,655,37
52,-25.34555712,144,,615.4818,3.0264,655,38
183,-25.34555712,94,,598.904,0.5646,655,39
57,-25.34555712,61,,653.931,4.5334,655,40
94,-25.43018336,0,,887.8276,0,656,1
174,-25.43018336,8,,547.8778,0,656,2
97,-25.43018336,5,,893.6376,0,656,3
103,-25.43018336,27,,661.7528,0,656,4
143,-25.43018336,50,,639.4072,0.4214,656,5
163,-25.43018336,70,,515.7888,9.5886,656,6
162,-25.43018336,95,,732.2174,1.2412,656,7
138,-25.43018336,110,,765.6256,4.04,656,8
107,-25.43018336,117,,662.2934,0,656,9
97,-25.43018336,104,,656.3082,0,656,10
114,-25.43018336,93,,585.9172,0,656,11
121,-25.43018336,75,,528.0262,0,656,12
178,-25.43018336,153,,554.1136,5.1788,656,13
148,-25.43018336,176,,798.8418,0,656,14
7,-25.43018336,178,,680.4686,3.6158,656,15
2,-25.43018336,168,,658.0038,1.8462,656,16
17,-25.43018336,116,,644.5364,0,656,17
31,-25.43018336,41,,655.8354,1.2292,656,18
116,-25.43018336,146,,691.4726,0,656,19
118,-25.43018336,17,,689.4684,2.3166,656,20
149,-25.43018336,38,,667.3092,7.0782,656,21
194,-25.43018336,154,,701.8382,0,656,22
55,-25.43018336,167,,691.6714,0.3624,656,23
59,-25.43018336,96,,695.1428,10.4928,656,24
83,-25.43018336,119,,775.2834,0,656,25
111,-25.43018336,175,,651.975,3.2438,656,26
81,-25.43018336,156,,544.1442,0.9848,656,27
97,-25.43018336,59,,879.913,8.2968,656,28
27,-25.43018336,142,,681.5446,1.7608,656,29
80,-25.43018336,66,,935.0108,2.3036,656,30
70,-25.43018336,124,,686.9534,7.9356,656,31
61,-25.43018336,26,,756.223,1.6724,656,32
139,-25.43018336,58,,872.1596,0,656,33
137,-25.43018336,163,,701.712,0,656,34
169,-25.43018336,131,,827.763,9.6544,656,35
0,-25.43018336,127,,844.1772,0,656,36
68,-25.43018336,66,,721.7086,3.943,656,37
52,-25.43018336,144,,617.5914,2.1096,656,38
183,-25.43018336,94,,600.8978,1.9938,656,39
57,-25.43018336,61,,654.9142,0.9832,656,40
94,-25.51480959,0,,889.4664,1.6388,657,1
174,-25.51480959,8,,544.6002,0,657,2
97,-25.51480959,5,,892.0376,0,657,3
103,-25.51480959,27,,657.3954,0,657,4
143,-25.51480959,50,,640.5536,1.1464,657,5
163,-25.51480959,70,,516.9864,1.1976,657,6
162,-25.51480959,95,,732.303,0.0856,657,7
138,-25.51480959,110,,760.2628,0,657,8
107,-25.51480959,117,,668.1716,5.8782,657,9
97,-25.51480959,104,,660.5738,4.2656,657,10
114,-25.51480959,93,,584.443,0,657,11
121,-25.51480959,75,,532.4738,4.4476,657,12
178,-25.51480959,153,,559.7116,5.598,657,13
148,-25.51480959,176,,803.9168,5.075,657,14
7,-25.51480959,178,,685.8412,5.3726,657,15
2,-25.51480959,168,,661.9404,3.9366,657,16
17,-25.51480959,116,,640.0826,0,657,17
31,-25.51480959,41,,658.675,2.8396,657,18
116,-25.51480959,146,,698.3544,6.8818,657,19
118,-25.51480959,17,,686.5976,0,657,20
149,-25.51480959,38,,660.7588,0,657,21
194,-25.51480959,154,,700.3072,0,657,22
55,-25.51480959,167,,690.3374,0,657,23
59,-25.51480959,96,,696.6606,1.5178,657,24
83,-25.51480959,119,,786.012,10.7286,657,25
111,-25.51480959,175,,658.2844,6.3094,657,26
81,-25.51480959,156,,536.962,0,657,27
97,-25.51480959,59,,875.6,0,657,28
27,-25.51480959,142,,680.3646,0,657,29
80,-25.51480959,66,,934.8534,0,657,30
70,-25.51480959,124,,685.157,0,657,31
61,-25.51480959,26,,752.3158,0,657,32
139,-25.51480959,58,,878.3722,6.2126,657,33
137,-25.51480959,163,,705.5524,3.8404,657,34
169,-25.51480959,131,,833.5714,5.8084,657,35
0,-25.51480959,127,,849.9672,5.79,657,36
68,-25.51480959,66,,718.777,0,657,37
52,-25.51480959,144,,617.212,0,657,38
183,-25.51480959,94,,597.5874,0,657,39
57,-25.51480959,61,,658.2498,3.3356,657,40
94,-25.59943583,0,,887.2498,0,658,1
174,-25.59943583,8,,539.3362,0,658,2
97,-25.59943583,5,,897.6938,5.6562,658,3
103,-25.59943583,27,,655.5596,0,658,4
143,-25.59943583,50,,631.6678,0,658,5
163,-25.59943583,70,,516.555,0,658,6
162,-25.59943583,95,,730.4522,0,658,7
138,-25.59943583,110,,757.9228,0,658,8
107,-25.59943583,117,,661.5204,0,658,9
97,-25.59943583,104,,659.6774,0,658,10
114,-25.59943583,93,,582.874,0,658,11
121,-25.59943583,75,,531.4858,0,658,12
178,-25.59943583,153,,560.2116,0.5,658,13
148,-25.59943583,176,,796.414,0,658,14
7,-25.59943583,178,,679.8764,0,658,15
2,-25.59943583,168,,655.0808,0,658,16
17,-25.59943583,116,,635.9172,0,658,17
31,-25.59943583,41,,658.2376,0,658,18
116,-25.59943583,146,,694.9226,0,658,19
118,-25.59943583,17,,678.3644,0,658,20
149,-25.59943583,38,,666.2536,5.4948,658,21
194,-25.59943583,154,,699.9404,0,658,22
55,-25.59943583,167,,684.5286,0,658,23
59,-25.59943583,96,,696.8856,0.225,658,24
83,-25.59943583,119,,785.6858,0,658,25
111,-25.59943583,175,,665.2062,6.9218,658,26
81,-25.59943583,156,,529.9974,0,658,27
97,-25.59943583,59,,875.8886,0.2886,658,28
27,-25.59943583,142,,682.8722,2.5076,658,29
80,-25.59943583,66,,938.8266,3.9732,658,30
70,-25.59943583,124,,686.507,1.35,658,31
61,-25.59943583,26,,756.1768,3.861,658,32
139,-25.59943583,58,,890.648,12.2758,658,33
137,-25.59943583,163,,700.0192,0,658,34
169,-25.59943583,131,,833.84,0.2686,658,35
0,-25.59943583,127,,846.305,0,658,36
68,-25.59943583,66,,717.7798,0,658,37
52,-25.59943583,144,,616.13,0,658,38
183,-25.59943583,94,,598.6874,1.1,658,39
57,-25.59943583,61,,661.4832,3.2334,658,40
94,-25.68406206,0,,883.0776,0,659,1
174,-25.68406206,8,,535.5584,0,659,2
97,-25.68406206,5,,891.35,0,659,3
103,-25.68406206,27,,658.872,3.3124,659,4
143,-25.68406206,50,,628.6606,0,659,5
163,-25.68406206,70,,515.1842,0,659,6
162,-25.68406206,95,,726.6474,0,659,7
138,-25.68406206,110,,753.4456,0,659,8
107,-25.68406206,117,,653.0422,0,659,9
97,-25.68406206,104,,660.2466,0.5692,659,10
114,-25.68406206,93,,587.3654,4.4914,659,11
121,-25.68406206,75,,531.0476,0,659,12
178,-25.68406206,153,,555.1058,0,659,13
148,-25.68406206,176,,787.1694,0,659,14
7,-25.68406206,178,,679.2412,0,659,15
2,-25.68406206,168,,653.3308,0,659,16
17,-25.68406206,116,,635.1442,0,659,17
31,-25.68406206,41,,659.4356,1.198,659,18
116,-25.68406206,146,,695.6522,0.7296,659,19
118,-25.68406206,17,,680.7394,2.375,659,20
149,-25.68406206,38,,665.233,0,659,21
194,-25.68406206,154,,696.6928,0,659,22
55,-25.68406206,167,,678.6946,0,659,23
59,-25.68406206,96,,696.0304,0,659,24
83,-25.68406206,119,,778.7526,0,659,25
111,-25.68406206,175,,665.0624,0,659,26
81,-25.68406206,156,,537.4986,7.5012,659,27
97,-25.68406206,59,,872.6708,0,659,28
27,-25.68406206,142,,683.017,0.1448,659,29
80,-25.68406206,66,,940.7376,1.911,659,30
70,-25.68406206,124,,687.4498,0.9428,659,31
61,-25.68406206,26,,754.4348,0,659,32
139,-25.68406206,58,,885.0532,0,659,33
137,-25.68406206,163,,700.555,0.5358,659,34
169,-25.68406206,131,,832.5656,0,659,35
0,-25.68406206,127,,842.4656,0,659,36
68,-25.68406206,66,,722.0884,4.3086,659,37
52,-25.68406206,144,,611.9938,0,659,38
183,-25.68406206,94,,596.7062,0,659,39
57,-25.68406206,61,,664.1808,2.6976,659,40
94,-25.76868829,0,,893.4554,10.3778,660,1
174,-25.76868829,8,,533.4306,0,660,2
97,-25.76868829,5,,884.15,0,660,3
103,-25.76868829,27,,659.5956,0.7236,660,4
143,-25.76868829,50,,626.5052,0,660,5
163,-25.76868829,70,,516.0898,0.9056,660,6
162,-25.76868829,95,,724.2522,0,660,7
138,-25.76868829,110,,751.6856,0,660,8
107,-25.76868829,117,,643.5654,0,660,9
97,-25.76868829,104,,657.2802,0,660,10
114,-25.76868829,93,,582.5534,0,660,11
121,-25.76868829,75,,526.469,0,660,12
178,-25.76868829,153,,551.0462,0,660,13
148,-25.76868829,176,,778.0194,0,660,14
7,-25.76868829,178,,669.2296,0,660,15
2,-25.76868829,168,,650.3172,0,660,16
17,-25.76868829,116,,633.875,0,660,17
31,-25.76868829,41,,658.8106,0,660,18
116,-25.76868829,146,,687.5228,0,660,19
118,-25.76868829,17,,680.0624,0,660,20
149,-25.76868829,38,,660.1774,0,660,21
194,-25.76868829,154,,695.7642,0,660,22
55,-25.76868829,167,,678.2552,0,660,23
59,-25.76868829,96,,699.6822,3.6518,660,24
83,-25.76868829,119,,777.0692,0,660,25
111,-25.76868829,175,,657.9216,0,660,26
81,-25.76868829,156,,539.8784,2.3798,660,27
97,-25.76868829,59,,878.545,5.8742,660,28
27,-25.76868829,142,,682.6694,0,660,29
80,-25.76868829,66,,936.995,0,660,30
70,-25.76868829,124,,693.9712,6.5214,660,31
61,-25.76868829,26,,751.3912,0,660,32
139,-25.76868829,58,,876.9798,0,660,33
137,-25.76868829,163,,699.7216,0,660,34
169,-25.76868829,131,,832.5056,0,660,35
0,-25.76868829,127,,843.9146,1.449,660,36
68,-25.76868829,66,,716.0114,0,660,37
52,-25.76868829,144,,607.7902,0,660,38
183,-25.76868829,94,,593.7666,0,660,39
57,-25.76868829,61,,657.6666,0,660,40
94,-25.85331453,0,,880.9054,0,661,1
174,-25.85331453,8,,526.339,0,661,2
97,-25.85331453,5,,878.6562,0,661,3
103,-25.85331453,27,,665.227,5.6314,661,4
143,-25.85331453,50,,628.048,1.5428,661,5
163,-25.85331453,70,,506.8068,0,661,6
162,-25.85331453,95,,724.7952,0.543,661,7
138,-25.85331453,110,,753.9428,2.2572,661,8
107,-25.85331453,117,,642.7608,0,661,9
97,-25.85331453,104,,662.648,5.3678,661,10
114,-25.85331453,93,,580.2274,0,661,11
121,-25.85331453,75,,529.7594,3.2904,661,12
178,-25.85331453,153,,539.4058,0,661,13
148,-25.85331453,176,,770.3776,0,661,14
7,-25.85331453,178,,663.8218,0,661,15
2,-25.85331453,168,,654.4114,4.0942,661,16
17,-25.85331453,116,,627.8,0,661,17
31,-25.85331453,41,,661.8834,3.0728,661,18
116,-25.85331453,146,,689.541,2.0182,661,19
118,-25.85331453,17,,672.4396,0,661,20
149,-25.85331453,38,,650.1054,0,661,21
194,-25.85331453,154,,691.7452,0,661,22
55,-25.85331453,167,,677.3232,0,661,23
59,-25.85331453,96,,693.1412,0,661,24
83,-25.85331453,119,,774.3762,0,661,25
111,-25.85331453,175,,648.2372,0,661,26
81,-25.85331453,156,,538.4304,0,661,27
97,-25.85331453,59,,876.132,0,661,28
27,-25.85331453,142,,684.6142,1.9448,661,29
80,-25.85331453,66,,933.7976,0,661,30
70,-25.85331453,124,,687.7874,0,661,31
61,-25.85331453,26,,742.484,0,661,32
139,-25.85331453,58,,878.3622,1.3824,661,33
137,-25.85331453,163,,695.043,0,661,34
169,-25.85331453,131,,837.857,5.3514,661,35
0,-25.85331453,127,,847.6818,3.7672,661,36
68,-25.85331453,66,,708.5456,0,661,37
52,-25.85331453,144,,605.4902,0,661,38
183,-25.85331453,94,,590.6374,0,661,39
57,-25.85331453,61,,656,0,661,40
94,-25.93794076,0,,880.5222,0,662,1
174,-25.93794076,8,,522.5972,0,662,2
97,-25.93794076,5,,880.0438,1.3876,662,3
103,-25.93794076,27,,662.344,0,662,4
143,-25.93794076,50,,623.1588,0,662,5
163,-25.93794076,70,,507.9866,1.1798,662,6
162,-25.93794076,95,,721.5096,0,662,7
138,-25.93794076,110,,753.0256,0,662,8
107,-25.93794076,117,,639.3082,0,662,9
97,-25.93794076,104,,660.8904,0,662,10
114,-25.93794076,93,,580.8326,0.6052,662,11
121,-25.93794076,75,,527.788,0,662,12
178,-25.93794076,153,,532.4866,0,662,13
148,-25.93794076,176,,761.7666,0,662,14
7,-25.93794076,178,,662.8296,0,662,15
2,-25.93794076,168,,649.248,0,662,16
17,-25.93794076,116,,628.5386,0.7386,662,17
31,-25.93794076,41,,658.1354,0,662,18
116,-25.93794076,146,,678.1388,0,662,19
118,-25.93794076,17,,667.098,0,662,20
149,-25.93794076,38,,649.9032,0,662,21
194,-25.93794076,154,,700.0714,8.3262,662,22
55,-25.93794076,167,,676.8554,0,662,23
59,-25.93794076,96,,694.8074,1.6662,662,24
83,-25.93794076,119,,775.788,1.4118,662,25
111,-25.93794076,175,,635.103,0,662,26
81,-25.93794076,156,,535.8076,0,662,27
97,-25.93794076,59,,872.8386,0,662,28
27,-25.93794076,142,,682.62,0,662,29
80,-25.93794076,66,,937.7038,3.9062,662,30
70,-25.93794076,124,,682.3374,0,662,31
61,-25.93794076,26,,741.5652,0,662,32
139,-25.93794076,58,,873.5976,0,662,33
137,-25.93794076,163,,687.512,0,662,34
169,-25.93794076,131,,838.76,0.903,662,35
0,-25.93794076,127,,842.7442,0,662,36
68,-25.93794076,66,,710.6086,2.063,662,37
52,-25.93794076,144,,605.4528,0,662,38
183,-25.93794076,94,,590.7584,0.121,662,39
57,-25.93794076,61,,651.5072,0,662,40
94,-26.022567,0,,876.9056,0,663,1
174,-26.022567,8,,522.2472,0,663,2
97,-26.022567,5,,882.0438,2,663,3
103,-26.022567,27,,661.5394,0,663,4
143,-26.022567,50,,620.1214,0,663,5
163,-26.022567,70,,506.9236,0,663,6
162,-26.022567,95,,720.7366,0,663,7
138,-26.022567,110,,754.64,1.6144,663,8
107,-26.022567,117,,642.7068,3.3986,663,9
97,-26.022567,104,,663.2422,2.3518,663,10
114,-26.022567,93,,580.005,0,663,11
121,-26.022567,75,,529.888,2.1,663,12
178,-26.022567,153,,527.8404,0,663,13
148,-26.022567,176,,767.0694,5.3028,663,14
7,-26.022567,178,,666.8316,4.002,663,15
2,-26.022567,168,,660.6154,11.3674,663,16
17,-26.022567,116,,632.3174,3.7788,663,17
31,-26.022567,41,,656.6166,0,663,18
116,-26.022567,146,,684.707,6.5682,663,19
118,-26.022567,17,,661.8312,0,663,20
149,-26.022567,38,,647.2764,0,663,21
194,-26.022567,154,,692.3596,0,663,22
55,-26.022567,167,,670.65,0,663,23
59,-26.022567,96,,686.202,0,663,24
83,-26.022567,119,,783.0594,7.2714,663,25
111,-26.022567,175,,625.1938,0,663,26
81,-26.022567,156,,539.1418,3.3342,663,27
97,-26.022567,59,,866.6484,0,663,28
27,-26.022567,142,,683.703,1.083,663,29
80,-26.022567,66,,938.4612,0.7574,663,30
70,-26.022567,124,,680.1232,0,663,31
61,-26.022567,26,,739.3246,0,663,32
139,-26.022567,58,,869.8458,0,663,33
137,-26.022567,163,,682.019,0,663,34
169,-26.022567,131,,852.7714,14.0114,663,35
0,-26.022567,127,,833.9114,0,663,36
68,-26.022567,66,,700.5686,0,663,37
52,-26.022567,144,,606.077,0.6242,663,38
183,-26.022567,94,,587.8688,0,663,39
57,-26.022567,61,,654.9428,3.4356,663,40
94,-26.10719323,0,,878.9168,2.0112,664,1
174,-26.10719323,8,,519.225,0,664,2
97,-26.10719323,5,,884.2,2.1562,664,3
103,-26.10719323,27,,655.2046,0,664,4
143,-26.10719323,50,,614.1144,0,664,5
163,-26.10719323,70,,510.6022,3.6786,664,6
162,-26.10719323,95,,717.7604,0,664,7
138,-26.10719323,110,,757.5742,2.9342,664,8
107,-26.10719323,117,,652.612,9.9052,664,9
97,-26.10719323,104,,661.07,0,664,10
114,-26.10719323,93,,576.2308,0,664,11
121,-26.10719323,75,,529.0476,0,664,12
178,-26.10719323,153,,524.6692,0,664,13
148,-26.10719323,176,,767.6862,0.6168,664,14
7,-26.10719323,178,,665.6726,0,664,15
2,-26.10719323,168,,661.15,0.5346,664,16
17,-26.10719323,116,,633.2194,0.902,664,17
31,-26.10719323,41,,659.9,3.2834,664,18
116,-26.10719323,146,,686.1728,1.4658,664,19
118,-26.10719323,17,,662.1688,0.3376,664,20
149,-26.10719323,38,,644.1774,0,664,21
194,-26.10719323,154,,693.7428,1.3832,664,22
55,-26.10719323,167,,669.7018,0,664,23
59,-26.10719323,96,,685.3716,0,664,24
83,-26.10719323,119,,787.607,4.5476,664,25
111,-26.10719323,175,,626.8438,1.65,664,26
81,-26.10719323,156,,539.6608,0.519,664,27
97,-26.10719323,59,,865.7952,0,664,28
27,-26.10719323,142,,680.6126,0,664,29
80,-26.10719323,66,,942.4416,3.9804,664,30
70,-26.10719323,124,,677.2536,0,664,31
61,-26.10719323,26,,735.003,0,664,32
139,-26.10719323,58,,891.7394,21.8936,664,33
137,-26.10719323,163,,681.1928,0,664,34
169,-26.10719323,131,,857.2828,4.5114,664,35
0,-26.10719323,127,,828.8754,0,664,36
68,-26.10719323,66,,684.9858,0,664,37
52,-26.10719323,144,,607.5806,1.5036,664,38
183,-26.10719323,94,,587.6564,0,664,39
57,-26.10719323,61,,652.9928,0,664,40
94,-26.19181946,0,,872.9058,0,665,1
174,-26.19181946,8,,521.1944,1.9694,665,2
97,-26.19181946,5,,884.1312,0,665,3
103,-26.19181946,27,,651.3484,0,665,4
143,-26.19181946,50,,616.5894,2.475,665,5
163,-26.19181946,70,,508.5954,0,665,6
162,-26.19181946,95,,716.9272,0,665,7
138,-26.19181946,110,,755.8714,0,665,8
107,-26.19181946,117,,659.7428,7.1308,665,9
97,-26.19181946,104,,660.6,0,665,10
114,-26.19181946,93,,576.967,0.7362,665,11
121,-26.19181946,75,,529.8238,0.7762,665,12
178,-26.19181946,153,,519.4962,0,665,13
148,-26.19181946,176,,766.5196,0,665,14
7,-26.19181946,178,,663.4196,0,665,15
2,-26.19181946,168,,656.1694,0,665,16
17,-26.19181946,116,,628.831,0,665,17
31,-26.19181946,41,,656.4166,0,665,18
116,-26.19181946,146,,688.691,2.5182,665,19
118,-26.19181946,17,,658.1354,0,665,20
149,-26.19181946,38,,645.9216,1.7442,665,21
194,-26.19181946,154,,691.4332,0,665,22
55,-26.19181946,167,,663.7198,0,665,23
59,-26.19181946,96,,682.9806,0,665,24
83,-26.19181946,119,,795.3904,7.7834,665,25
111,-26.19181946,175,,626.5376,0,665,26
81,-26.19181946,156,,530.752,0,665,27
97,-26.19181946,59,,858.4694,0,665,28
27,-26.19181946,142,,678.5182,0,665,29
80,-26.19181946,66,,949.0356,6.594,665,30
70,-26.19181946,124,,667.8732,0,665,31
61,-26.19181946,26,,729.8378,0,665,32
139,-26.19181946,58,,891.828,0.0886,665,33
137,-26.19181946,163,,677.9382,0,665,34
169,-26.19181946,131,,858.9256,1.6428,665,35
0,-26.19181946,127,,828.0558,0,665,36
68,-26.19181946,66,,684.1858,0,665,37
52,-26.19181946,144,,605.318,0,665,38
183,-26.19181946,94,,587.0188,0,665,39
57,-26.19181946,61,,655.307,2.3142,665,40
94,-26.2764457,0,,879.1948,6.289,666,1
174,-26.2764457,8,,521.5776,0.3832,666,2
97,-26.2764457,5,,891.825,7.6938,666,3
103,-26.2764457,27,,649.7034,0,666,4
143,-26.2764457,50,,608.6412,0,666,5
163,-26.2764457,70,,507.62,0,666,6
162,-26.2764457,95,,714.87,0,666,7
138,-26.2764457,110,,756.4086,0.5372,666,8
107,-26.2764457,117,,651.3684,0,666,9
97,-26.2764457,104,,653.0322,0,666,10
114,-26.2764457,93,,578.0912,1.1242,666,11
121,-26.2764457,75,,527.9382,0,666,12
178,-26.2764457,153,,518.8846,0,666,13
148,-26.2764457,176,,752.3892,0,666,14
7,-26.2764457,178,,661.249,0,666,15
2,-26.2764457,168,,646.0848,0,666,16
17,-26.2764457,116,,631.5694,2.7384,666,17
31,-26.2764457,41,,646.4062,0,666,18
116,-26.2764457,146,,675.7636,0,666,19
118,-26.2764457,17,,661.4166,3.2812,666,20
149,-26.2764457,38,,646.4102,0.4886,666,21
194,-26.2764457,154,,695.9736,4.5404,666,22
55,-26.2764457,167,,662.3572,0,666,23
59,-26.2764457,96,,686.361,3.3804,666,24
83,-26.2764457,119,,785.5524,0,666,25
111,-26.2764457,175,,626.4408,0,666,26
81,-26.2764457,156,,530.4354,0,666,27
97,-26.2764457,59,,856.4098,0,666,28
27,-26.2764457,142,,670.623,0,666,29
80,-26.2764457,66,,950.4428,1.4072,666,30
70,-26.2764457,124,,672.4748,4.6016,666,31
61,-26.2764457,26,,729.3652,0,666,32
139,-26.2764457,58,,895.6886,3.8606,666,33
137,-26.2764457,163,,674.3762,0,666,34
169,-26.2764457,131,,848.3656,0,666,35
0,-26.2764457,127,,817.174,0,666,36
68,-26.2764457,66,,687.3658,3.18,666,37
52,-26.2764457,144,,602.9108,0,666,38
183,-26.2764457,94,,585.975,0,666,39
57,-26.2764457,61,,653.3522,0,666,40
94,-26.36107193,0,,870.5948,0,667,1
174,-26.36107193,8,,518.8776,0,667,2
97,-26.36107193,5,,880.1688,0,667,3
103,-26.36107193,27,,659.6404,9.937,667,4
143,-26.36107193,50,,606.2858,0,667,5
163,-26.36107193,70,,500.0312,0,667,6
162,-26.36107193,95,,710.8176,0,667,7
138,-26.36107193,110,,761.6058,5.1972,667,8
107,-26.36107193,117,,649.0526,0,667,9
97,-26.36107193,104,,655.4936,2.4614,667,10
114,-26.36107193,93,,575.2912,0,667,11
121,-26.36107193,75,,523.993,0,667,12
178,-26.36107193,153,,522.4558,3.5712,667,13
148,-26.36107193,176,,748.8058,0,667,14
7,-26.36107193,178,,664.4334,3.1844,667,15
2,-26.36107193,168,,644.481,0,667,16
